Dataset 0,,Dataset 1,,Dataset 2,,Dataset 3,,Dataset 4,
X,Y,X,Y,X,Y,X,Y,X,Y
7.803874092009685,0.01833252073272464,7.7409200968522995,0.004992762593106863,7.900726392251816,0.002629999705415534,7.498789346246973,0.0014479955189983878,7.653753026634382,0.000419086020011324
8.200968523002421,0.01342155052405848,8.254237288135593,0.0033634609735617984,8.394673123486683,0.0006713050972915163,8.249394673123486,0.00018672044323174447,8.263922518159806,0.000011492035638581592
8.612590799031477,0.0037224250235109117,8.709443099273606,0.0010776859216053997,8.90314769975787,0.00028125370550462225,8.753026634382566,0.00004572957646936803,8.74818401937046,0.000001394803311323515
9,0.002127183042182496,9.101694915254237,0.0006158291677749885,9.34866828087167,0.00006890232187607023,9.50363196125908,0.0000024264514530480106,,
9.411622276029055,0.0006276737410868071,9.50363196125908,0.0002376856687663624,9.745762711864407,0.00003202616565961323,,,,
9.799031476997579,0.00035868470946495885,9.891041162227602,0.00011278839357525101,10.152542372881356,9.353208092598842e-7,,,,
10.205811138014528,0.00006719599702713716,10.302663438256658,0.0000014125251843823425,,,,,,
10.598062953995157,8.591860799502934e-7,,,,,,,,
