Dataset 0,,Dataset 1,
X,Y,X,Y
-20.7156704361874,0.000166417179319669,-21.42318269659581,0.0001135793919036506
-20.231017770597738,0.0002438354098268834,-20.921844804519104,0.00024383540982688366
-19.746365105008078,0.0007351220455792509,-20.420023784748032,0.0006897785379387673
-19.22940226171244,0.0011238057354802516,-19.9190575293593,0.0011976805969762965
-18.7124394184168,0.0017924878525659297,-19.417979782964174,0.0022162672036858655
-18.24394184168013,0.004015010043002138,,
-17.710823909531502,0.0047579443140094236,,
-17.21001615508885,0.006681666462965568,,
