$\log B$,$\eta$
6.009654629715694,1.9746825612201837
6.490787578225601,1.7463255801162545
5.457209875842212,2.240388063198606
6.505213806983858,1.7689924746943273
6.534278124805766,1.7601879443773967
6.5650123388930774,1.764927923577488
6.566269485427132,1.7085588947901502
6.522942470152985,1.7099806873319314
6.627360311070627,1.679577337348634
6.266799624804997,1.95813415048279
6.030520892742008,2.0099436058167184
5.680628282816342,2.161031018991254
6.041881062582755,2.007717813471545
6.700175007349585,1.6465085776223196
6.596694490536486,1.748020427495427
6.462307797671673,1.7972720661070203
5.560964071866907,2.249288930114271
6.238550389731661,1.8874359218915175
4.994126713654824,2.6251355713442384
6.549754410492774,1.7285179958688928
6.182743325965364,1.903316479894407
5.936292552922938,2.0427439087816928
6.574203619111579,1.6803171907240364
6.6551417189460755,1.7484010214732257
6.268363184974543,1.8727658046070714
6.0649789501030895,1.9550248651107651
6.033716648885217,2.0237395312536957
5.045542326512124,2.4759478176075302
6.16209928120503,1.9796695093176002
5.001998732960034,2.590134169999043
6.299739097691749,1.793771954252135
4.531303469338502,2.7752780553538847
6.499286991969574,1.8017766985415111
4.494041977824885,2.7817389781474593
6.482516979132785,1.7187327005485271
6.119153685345934,1.9583014310950002
5.740687096198644,2.185556720372528
6.446746471896,1.7918006093168992
5.9032161498953855,2.082131380668972
5.868870998836163,2.109239221154798
5.455559944501335,2.3193399183980645
6.547586339331494,1.7507915068121118
6.285076631597407,1.8814064681243499
3.749501017955393,3.402131253467365
5.962782082167244,2.0593133505076593
6.509888441168023,1.755814184424261
6.35873173308528,1.889198968190314
6.793440468924908,1.6316863904996712
6.6439289118135045,1.6232609180915047
6.116335355959027,1.955849093626233
6.31806158597458,1.791446109739079
6.625493958997023,1.730607436890961
5.14439458199412,2.447329857116074
6.597727843509448,1.6881502190271802
5.31317854931589,2.332316412245129
5.749108425039169,2.1983401592463707
5.971506687620613,2.0287705421770887
5.939938591190183,1.9835172240083394
6.040106676265891,1.9904108018492876
6.272144061698588,1.877406425995609
6.538003953085004,1.7326082204814006
6.746567243155403,1.661921519099323
5.859551274024601,2.0693102687435476
6.027814809811949,2.0274078683201537
6.731810356062504,1.6635840205658865
6.198848086769437,1.9010627559320301
6.277265381620516,1.8275409221641097
6.2808331561179855,1.872294974218605
5.583016762951393,2.2412564579215246
