$\log B$,$\eta$
2.485776071822383,5.496033072444261
6.30482205006932,2.408352171041478
7.232141081802905,1.9242543897746465
5.167271477085293,3.2396573491588487
6.162257657970856,2.5236487055717065
6.592959783599539,2.2919304168549863
8.1424809813941,1.3306914181092675
4.768491804802537,3.483579055252804
5.840494636496818,2.7576762772105807
7.372670797156263,1.7957824516361556
5.857241779944506,2.7694736149527137
5.705907193511673,2.904909904567863
6.57484089564795,2.3548667085173625
7.439665656068814,1.742403227682839
6.730625943952319,2.168095143780882
7.4084036554896615,1.7212056177102748
5.024009010101096,3.2199843007590276
6.61462976528817,2.4451999509453843
8.188053505865449,1.277018089129481
7.048513189442562,2.103031980983956
5.536934761365941,3.0432684979546187
6.971122695604056,2.0428309410842123
4.119353728397273,4.145064564522732
7.059196949151511,1.9596564404293764
6.7547640548273185,2.1839428000516494
7.989609084677712,1.3823472505571213
7.654883641648948,1.579455217639181
7.448971965618582,1.7350828505981444
7.231434473130046,1.7715120194256846
5.462738728380415,2.815343380851598
3.729576499510096,4.4198404470027475
3.729576499510096,4.4198404470027475
5.793912573972748,2.887156786626418
7.865674974358998,1.6024219643732165
6.17619851850722,2.6239508118504484
6.13950840582126,2.656233157869294
7.946477357526583,1.4000564659866068
6.484123909986299,2.409816932203441
7.713118485128266,1.5189141532445318
6.476999932179646,2.4877108542960213
6.785826559363124,2.256923382911026
7.109538128622201,1.9209170127264716
7.66931979582085,1.5795486760929394
0.7438395999452734,6.1835605936654074
7.516242949344156,1.7205332268276587
7.464927741709666,1.7461941779302392
5.936032616639241,2.7167551883564345
5.91269632225416,2.630006296085251
4.979740514353683,3.1888429141371004
6.65782891196471,2.2505789317744984
6.53733939732496,2.2803815019111084
7.163120934612213,1.8748891196122632
5.352280481304806,3.204511876916606
6.592182838234656,2.256589298324441
7.473950340422389,1.7593694377720794
6.289481392003102,2.479224665338006
6.941908399911457,2.076603276191151
7.60420049511064,1.6516738108895945
3.587684748372873,4.289248990615271
6.257615279888629,2.4509755149538135
7.490482838077893,1.6854450805145147
7.572120834115227,1.6528790157449222
5.5651187005811185,3.0512217370078654
7.473950340422389,1.7593694377720794
7.417969475513507,1.8196880955549375
6.411159833813006,2.513985112508212
7.147100678626826,1.8899880573324088
8.07979067877999,1.3246600170939173
7.761636402574773,1.5854774846503497
7.407206669948894,1.7257259716563318
5.19766243356565,3.3527313987818395
7.121943944466453,1.8528532400973843
5.070354117115994,3.321508887674635
6.836079494718968,2.098119504136315
7.5746797127430785,1.6561201326844772
6.861973835447361,2.064308276704623
6.693334243102003,2.2155394466108667
2.9820983031480184,4.739483030716231
7.283275625110837,1.826669954017184
7.2239628500961715,1.9748545277896283
7.319381127346808,1.8633935928507885
5.967443726423362,2.925733398570753
6.921678174146434,2.104012325726096
5.498053894152865,2.9756753163687737
7.309005761510641,1.8318596411289663
5.8297205382068835,2.880345338200591
5.266329553415838,3.2342648774115563
4.456061277922233,3.8005774014684275
6.649255706285255,2.2844710214478323
3.949523809861643,4.038352326704743
7.507642206539029,1.7220750091878685
3.7176784842546815,4.276337019938827
6.596097034810639,2.42878902709233
8.0653345975722,1.3577205379702153
7.464979469944661,1.7710133285312843
7.0973996510597,1.955329103498419
4.474193326390775,3.783269794547562
6.0297602559465755,2.640599168685912
6.05040543378164,2.6660048742148197
7.1653433065263785,1.966462948606609
5.797732579815627,2.884497970625689
7.651342853905019,1.5581129916035386
7.227723601524857,1.8490908881536026
7.165683657550194,1.905054770580023
7.267285867054472,1.8463280556690966
6.4770992312911515,2.556228975457156
7.858946312887371,1.577457233725027
7.346182921132448,1.8118065096615201
6.082346005508508,2.639270450432669
5.323821376251279,3.299527755449345
7.557129480415646,1.6282431970295523
6.201256217677573,2.478618620769698
5.844870467382016,2.9216861069795454
3.969968682594509,4.1310820376024475
6.901556951684714,2.1916119729819736
7.024887706643427,1.9366612075492884
6.041134807119491,2.6751376195388494
4.279956956311713,3.761508952183556
2.9246770574696406,5.029833078223772
6.882584027690138,2.2027068418808518
7.340404161272145,1.8541986629840703
7.208699402198901,1.8685467220840533
5.61932929007984,3.0020145517921564
7.037766367018403,2.0232811161140374
5.647998315314001,2.7659488536711754
3.960212690434547,4.000740569288741
7.711815172847917,1.5116971403342498
6.369067378400437,2.38014690268969
5.0548232876676655,3.478482466221486
4.661766076147672,3.6353803181007485
6.576988206232611,2.269794228929092
7.420004651139969,1.754780534802017
5.046209032306468,3.212333572190382
7.336011796091427,1.7307410567816621
4.21431845331383,4.043148990427683
5.827745321697894,2.8070891962725653
6.715245798190585,2.2082308368387698
7.218423285153704,1.9006196493563623
5.113211461356727,3.226329714340578
5.204453340103822,3.1352391867207032
7.38348857541108,1.8820118675898736
4.409024137475126,3.7925803472559045
7.8830325065676865,1.422167857764565
6.576830613613862,2.3198047923753657
6.552749284468399,2.3266716650629045
6.2878108023402595,2.3853040855460037
2.5857621951531753,5.182925188393089
5.293830716188471,3.196332360069138
7.555653820690556,1.6241802058969559
6.350614545387794,2.3445458892474997
7.125796518993587,1.908182579102205
7.166021738220266,1.893182542007536
6.493738694678574,2.302659464522358
6.7593826206422065,2.1709124958881683
4.009321310579731,3.875718792922357
4.809617443990224,3.587545505149783
6.867523858368033,2.1014116461437875
6.905136275522823,2.051970014785386
7.233190424922942,1.8240015216077692
6.361312934124004,2.4813388602742537
7.8587936659383155,1.5227583090270704
6.040779555225864,2.7026832219842336
6.6838844241140345,2.218632546488978
7.506944441806517,1.7516060442949202
7.259342929817088,1.7777678023922705
7.743486619062746,1.5936557896813757
7.1147168859910055,1.9701866010216778
7.7192085677137445,1.613526674706515
3.8357636955924166,4.0348128899919775
6.162257657970856,2.5236487055717065
6.4734184656363025,2.4411512398394324
7.370188493331744,1.8758640167123415
4.481196524465886,3.751682016395846
7.751731097162034,1.5279714406684097
7.214029821829132,1.82577658136458
7.379924156836107,1.722111916873196
7.152849137059958,1.9774341488535208
6.638583409444721,2.2714208134189513
4.661721463896942,3.5044472036617105
7.268644941433164,1.976719333645786
6.848172964807246,2.1833077976303805
7.04453678432798,2.0841094568241734
7.0465277212117305,1.9080671194332948
6.921324660901613,2.1150249104826964
4.247681378210213,3.8263218356708317
6.470661429449458,2.438156304121177
6.771660499809027,2.149537710071849
7.829060918208805,1.4430879811615516
5.920023455715359,2.8166132815705383
6.17294113339617,2.5368745371232926
6.7183882394392045,2.245928680902869
7.103658722728272,1.9322865985242903
