$\log B$,$\eta$
6.645761794180142,2.9332203889460366
6.35254111326677,3.3145751789377975
6.891355080971629,2.7250600502415163
5.008839091231317,4.26610038241953
2.9411890350837844,6.970516083892214
7.308783242958524,2.3600496129367774
7.65542497132337,2.0473102871963493
6.430904022714833,3.096682033930258
6.900224398250645,2.6647190897666233
4.596922307730317,4.7260777689917415
6.341629192406201,3.2264198324247912
7.099550889873233,2.595013292226012
7.031094960267428,2.55718103407903
6.632159179916374,2.9509052845000556
6.362754873899999,3.1406851928759343
7.228884401045374,2.4668506488090047
7.333119354761177,2.362613758740496
7.312810680281266,2.3484956947806737
5.824135477885564,3.5687651822068585
6.819330085828555,2.7829126353981635
7.17881234197942,2.678949229868385
3.933230674231133,5.691736018549944
6.868180176942551,2.6837453543118874
5.992912096264287,3.5142977947775758
7.418978265511745,2.2252279591456254
3.0519387840159644,6.59661827529424
6.3451709639157725,2.9996804565934534
5.471794124091387,3.8805362059143174
6.259260367099875,3.351214568444566
7.305808601831371,2.4186910375810604
4.219307994577907,5.35783355133392
7.277280173826321,2.37088103143123
1.1355598618944436,9.291437395089146
7.336423333169041,2.3488899580670846
4.585735062449043,4.622328128945771
5.438198238072648,3.867754372438306
7.744858264542418,2.0601148377595377
3.8663432427793873,5.49780408923246
3.7070186547937407,5.463533482812392
7.381007236094318,2.265453278013937
4.952089387208317,4.61680957263674
5.715264889309138,3.883233720316113
7.146055886413734,2.501315657057177
4.918348193112112,4.434833365383213
6.8789511778605945,2.7227500944280543
2.124766789485168,8.024442881031918
7.6709531949381535,2.0402754737404454
4.576139776210623,5.043503148388863
7.1607893075077484,2.5324858963880956
5.423919762921647,4.103739615884207
7.251745520056937,2.43206633326744
4.8132610994845635,4.725041283913605
6.129271383565637,3.379459576269325
6.776815154712958,2.7821722880979176
2.731185692307093,6.606414552126985
7.668549070369023,2.058486795534715
6.935869767588056,2.5963278471536997
6.517464039517173,3.005304968409434
4.8962664606559025,4.8103462000215345
5.888612804190087,3.6868472601290034
5.820795540440993,3.7064413161189615
7.294533593259624,2.3930465614396326
4.096240217882912,5.157100721025723
7.172849278998072,2.331424395949789
5.1700611167787995,4.445725390507653
7.627875965045471,2.169200785422331
7.6981062047713715,2.1032138874789936
