$\log M_\mathrm{c}^\star$,$\log A_\star$,$\gamma_\star$,$\delta_\star$
13.042289941897899,-0.5213833172086779,0.8837823723140983,0.9321822340300352
12.96570853921206,-0.8415128434161424,0.7392596066326405,0.7243972064225197
12.673877715521213,-0.6870179868049254,0.8991807358292296,0.5599258612179683
12.720907741432685,-0.7422905382010855,0.913714227894182,0.6943657240862731
12.882010135845158,-0.7293588883257981,0.8556759277341105,0.6559332432738376
13.067339414916221,-0.4966606397972822,0.8728349076193349,0.5396538371498162
12.737041986759472,-0.7073576298650929,0.9260784333233,0.03132462033744632
12.473876625857526,-0.8125648309440733,0.9218682891269042,0.7494335231762455
12.815793397851127,-0.8259836062615782,0.8161784991985567,0.07578436598171906
12.397714663825234,-1.0048152936139836,0.893627071822563,0.6348328823014424
12.663667621606542,-0.8926698945172107,0.769817379489722,0.8562802847995057
12.573878322794425,-1.002377114377802,0.8757200287058875,0.5989555934579887
12.465858016757648,-0.8263595743783603,0.9437885689373283,0.9158068283037611
12.718096573751138,-0.8531938193175559,0.833230770257014,0.8399115457345654
13.347005133223968,-0.48152416510794804,0.7340294664707849,0.46968099384657785
13.167049036045837,-0.4092846057981532,0.8973719652983156,0.2280789160177072
12.05824046024797,-1.1508325764819607,1.0491155228692033,0.3723473183240787
12.282335072570792,-1.007527159201732,0.941338152377135,0.38489220269670754
13.225146299875716,-0.4038203808529073,0.8570168769244515,0.44882970757313956
12.280003961604155,-0.9251508385785379,0.98858057468773,0.8320159401120673
12.541940374834908,-0.8681545733884255,0.967938441270463,0.7188504675649139
12.324857065569178,-0.9354105264473336,0.9977158849426765,0.3762157299073062
13.058846010111,-0.6746912563142005,0.8081449292356558,0.4242548502521186
12.935372587951546,-0.6550575901268981,0.8604380012840395,0.5774309594672824
12.551042147480679,-0.9399483911880073,0.8983380302655803,0.35134715086109536
12.707156225672275,-0.6038314042568425,0.9187723793754519,0.5437076814617954
13.18801745703176,-0.4926425549234005,0.8407345204120669,0.6057631118396543
12.996027369475176,-0.7612719350163772,0.8070751833724576,0.9356494775928562
12.768211171654274,-0.7641284481081158,0.9168665266360156,0.3433362589856528
13.292169940584133,-0.4216983256431268,0.8565852256644251,0.8708112811104705
12.118473623146716,-1.285504436863412,1.0008336643619662,0.13068790317127116
12.746938279893941,-0.6875488745182772,0.9212790137547894,0.6303105172161219
12.998835727297644,-0.5314951744277796,0.8732840799107917,0.7537336094226975
12.439203491977255,-1.048696683634263,0.8262688420934331,0.7514158867918407
12.807868453280282,-0.7208267117858707,0.8462862047504296,0.31533051485092667
12.518881991153878,-0.8971607602371487,0.830785979596928,0.21592637591079145
12.902569295912198,-0.6865816521793178,0.8929431081546582,0.2025132332418318
12.529119172403318,-0.860509579772792,0.9166738960197602,0.4181516455824552
12.565648868398563,-0.7473490275205923,0.974419857646135,0.5888149403379421
13.475339404499728,-0.4430520069950112,0.7468086605199826,0.92035147964647
13.164573425175432,-0.6399289911119397,0.8138359159222207,0.8040670303463285
12.715066906351954,-0.8833539191661252,0.8497579941808182,0.712019982891182
