$\log M_\mathrm{c}^\star$,$\log A_\star$,$\gamma_\star$,$\delta_\star$
12.29132191919135,-0.4213524999584265,1.2568662452471546,0.7313041750483904
13.042924036591167,-0.6944139185433754,0.6820718787705785,0.08750461733199671
12.063001561419833,-0.9862915053461578,1.083614332410266,0.31343684006147465
11.313052901526543,-1.3749633245528918,1.5560090994762272,0.27993035141609324
12.529093843418703,-0.6601706253567594,0.8833491926363621,0.8684465148712363
11.947829815808879,-1.223924139693271,1.1501761256106913,0.13532169489737636
12.324152196923867,-0.9733756036752264,1.0078461442059508,0.4119447806673179
12.206504375631146,-1.2846702547805915,0.8979054803577023,0.6973652329747215
11.731872608175003,-1.2025240162911626,1.3435653948342328,0.010669409375878687
12.323491544222122,-0.8344356730971698,1.0979371336266095,0.39926793973419616
12.406658354335587,-0.4569218029595298,1.0485611410268858,0.5645237885963386
12.382918674478589,-0.65820601098289,1.0964996392102702,0.15085712831423848
11.899739425101878,-1.3527203501420557,0.8693684003884428,0.6693373991892164
11.672608983126779,-0.9545695884472551,1.6245855923594903,0.547949319255051
12.861876057665826,-0.5186541230680421,0.8678327628424556,0.7519829279349262
12.210213655582022,-0.850680412165925,1.3501655478889671,0.6424679712189887
13.031059590955717,-0.5836190171212865,0.7616168034363663,0.38918293491961353
13.452840291939594,-0.47497541343737926,0.7267833384153236,0.7086595439922396
12.227390411970124,-0.9343000141147693,1.0844033788613694,0.21331860934534244
12.142651033927118,-0.8760976156654112,1.2980880451198757,0.0843541456176017
13.337529407465556,-0.4497088992772093,0.7899212302216492,0.8874128376155657
11.82757921784598,-1.4442223525658489,1.133846208818213,0.14138780851701382
12.396879754541079,-0.8310771926597814,1.050868801020858,0.053308060647865335
12.105945059981995,-0.6235433309295821,1.8966154214611923,0.6576332184372515
11.57348421192219,-1.4639052900441676,1.369368031833522,0.2825556836105122
12.347127551931,-0.6962156556775472,1.1812527926122576,0.6639087742963713
12.07573001997441,-1.046875667820757,1.1086099582275322,0.6846069919770426
11.352709042721512,-1.4699730009719083,1.457892182705704,0.31745479564914764
12.408726008886426,-0.46554923343531684,1.3355318846382722,0.9331660663343334
12.002128906490436,-1.1721021111119214,0.9951594760434174,0.5966031395279884
11.57936861963907,-1.0447398704562574,1.5667231222165734,0.12244133654702483
12.222019217553795,-0.9261077967243989,1.0344802943164115,0.6449162564931248
12.16056178766829,-0.8239060486249106,1.1321489161206508,0.041054803780604776
12.365789876813695,-0.5270895894150629,1.2812133484537422,0.9264093842630357
13.158562955009023,-0.7251125514211567,0.7314996795387577,0.5114477478948007
12.406556007342367,-1.1209953544044378,0.9144447967301834,0.7515410967112428
12.131530185446666,-0.436236525098758,1.286400823361657,0.0784278369103627
11.935004054010932,-0.8063687939900983,1.4161760759920377,0.3180384809615955
11.797792953781563,-1.562193461094608,1.0431740195459098,0.4507649912515821
12.111589721066924,-0.9761281377104586,1.2092853410977342,0.0331978683513713
12.24746015924063,-0.4553692835799186,1.310220774818503,0.14164646606585857
12.680336482079117,-0.8730576285313005,0.6477996561059922,0.09731104878661445
12.215507997516973,-0.47688397654920034,1.276924213189714,0.09309394822236106
11.867786073898811,-1.3285602618304044,1.0058236908430214,0.49775350767800947
11.394275970408703,-1.3083370692980045,1.6250922062756272,0.719159329122414
12.671755371332132,-0.7061165570783487,1.140630952568287,0.07519010905780599
11.157727521485644,-1.323160137806633,1.583838325899341,0.29592803432703696
12.498774404790925,-0.640258154368403,1.0188191602922245,0.5055528239211423
11.859590106730614,-1.379872405149088,0.8763126186046987,0.8618122578534759
11.8156374050809,-1.1597787487852176,1.417328474093562,0.11037636879086155
11.593867399603871,-1.336708399374682,1.4902108482406673,0.8514406058178204
12.131972315170472,-0.9365068242547472,1.0556010969581653,0.8837179130105957
12.033986446910587,-0.84831759854479,1.3437941910118878,0.7050643955396412
11.905782882833442,-1.0512134529363886,1.0632967429035334,0.8848120368695064
11.7992825108644,-1.1428988396807374,1.2039517443705383,0.26817159783822997
12.534817260910007,-0.5860519034173806,1.1406032985148897,0.6877165346411289
11.889805237158583,-1.0449017865312025,1.4041338654278515,0.10390890447177237
12.824205364251142,-0.5036654730992178,0.9691676953473854,0.8338556582359364
12.13526174489463,-0.59100351560055,1.2344157355774124,0.07028659767363324
12.008325578086557,-0.8951438466721252,1.3597077876105224,0.7580873561115183
12.18003063534072,-0.7139371994545262,1.385868050752402,0.47592656621839285
12.299477285779135,-1.0079748067096908,0.8641092027896955,0.07529285304917109
12.123509281960061,-0.870150510070999,1.2920260731312427,0.7214361360746693
11.7363763706094,-1.1448403123082442,1.710368390895551,0.30912031805149043
12.490437338891008,-0.7937584150010304,0.9787878925987349,0.8497183239098314
12.841580409880857,-0.47632138270645535,1.0006740695482186,0.6872538031123598
13.014569379415676,-0.6592242333621713,0.8401893590738423,0.4262831733003672
12.125185185928023,-0.8972051882728496,1.1687502147847202,0.7467142041907885
11.742592795242777,-1.3142773226746796,1.272843789461004,0.8709228337732778
12.280105010629274,-0.6417627822785327,1.4076667004066936,0.6336775768503595
12.053665425506987,-0.8157514156518559,1.0875930664576967,0.426730500204088
11.928537082056138,-1.3445643515702919,0.9383512583306215,0.03872378934586107
11.557670521964933,-1.194080308981554,1.5725586207381574,0.8403515631842697
11.688005256532373,-1.3235787177756957,1.2313545756615505,0.8377038713666906
12.304999198042058,-0.6894035200321653,1.1099041143369828,0.7322848968409605
12.99826891182092,-0.4082499541565391,0.9545154133064968,0.3925887103936921
11.97415530964189,-0.8389197555955246,1.2474158054405353,0.4850776648209072
12.931600303729425,-0.5737179866164438,0.7671553176146012,0.15216840885630933
11.538975023543866,-1.1884154565328235,1.4492051256529384,0.060962473773278
12.716892763203548,-0.9986724585574153,0.717097497736031,0.9211948325883302
11.846714918441222,-1.1403009930934274,1.1451211042291003,0.5093649091777215
11.97076199021488,-0.6725614673512355,1.5590327085445512,0.223419675496702
12.205452829585177,-0.7773412742490998,1.126760538808751,0.5247712044282051
12.413748200657336,-0.8938150686701154,0.7633633585145219,0.35629470509547756
11.816227648943952,-0.5597682684117166,1.8663158134958426,0.48260298438463367
