   9.1519999999999992       -2.1228438999999999       3.41435778406835588E-002  3.70587066757246397E-002
   9.3659999999999997       -2.1854428000000001       3.41749467613108315E-002  3.70956670214073192E-002
   9.5890000000000004       -2.2910531000000001       3.43826744907285153E-002  3.73405684964089879E-002
   9.8130000000000006       -2.4295650000000002       3.48435826502782042E-002  3.78848708808048329E-002
   10.029999999999999       -2.5795002999999999       3.56801852120796070E-002  3.88760713936675550E-002
   10.256000000000000       -2.6765382999999998       3.69421971953078909E-002  4.03792211549145463E-002
   10.478000000000000       -2.7943712999999999       3.89915285297139924E-002  4.28406586101752751E-002
   10.695000000000000       -2.9300202000000000       4.20375991013752781E-002  4.65470214844518893E-002
   10.907999999999999       -3.2349475000000001       4.76531935777284588E-002  5.35338472145192590E-002
   11.140000000000001       -3.5726889000000002       5.67332713914092679E-002  6.52742100088872235E-002
   11.335000000000001       -4.1458868999999998       7.74698199432286572E-002  9.43554532113708433E-002
   11.553000000000001       -4.8926831000000002       0.13211171771628027       0.19080272939968701     
