  -21.673  -5.1397928   0.3010300 999.9000244
  -20.858  -4.0502473   0.1065605   0.1415152
  -20.249  -3.6135337   0.0673373   0.0797285
  -19.712  -3.0553577   0.0362791   0.0395882
  -19.157  -2.6333574   0.0455854   0.0509375
  -18.637  -2.4642471   0.0551937   0.0632436
  -18.230  -2.3873873   0.0930434   0.1185699
