  -18.747  -2.8161844   0.1720207   0.2890425
  -17.718  -2.6639757   0.1182866   0.1630851
  -16.987  -2.3812840   0.0787941   0.0963299
  -16.023  -2.3702323   0.0732494   0.0881615
  -15.076  -2.0738548   0.0536939   0.0612814
  -14.142  -2.1278250   0.0583335   0.0674027
  -13.269  -2.1474998   0.0668710   0.0790752
  -12.216  -2.1594196   0.0876659   0.1099561
