   9.4030000000000005       -2.2612374000000002       2.61355240989962212E-002  2.78096244411281113E-002
   9.6370000000000005       -2.3148634000000001       2.62723580066821505E-002  2.79646076991468817E-002
   9.8810000000000002       -2.4472844000000000       2.68260840911986875E-002  2.85928438459763790E-002
   10.125999999999999       -2.5901453000000001       2.79340394589655538E-002  2.98550382012234827E-002
   10.371000000000000       -2.7371458000000000       2.99280656766098829E-002  3.21441203298276079E-002
   10.612000000000000       -2.8671057000000002       3.30597685044007328E-002  3.57852724804401667E-002
   10.852000000000000       -3.0821322000000002       3.80798101163462022E-002  4.17424422482093327E-002
   11.087999999999999       -3.4581498000000002       4.64582091653920060E-002  5.20300135865161550E-002
   11.320000000000000       -4.0493911999999996       6.30845775653643415E-002  7.38312099434255131E-002
   11.571999999999999       -5.1483204999999996       0.13359447293457549       0.19393812432492563     
