$\log C$,$\theta$
44.891799600757004,7.676399768501096
46.41630811730252,2.8639361125988736
45.728844426070765,5.9461634148609495
46.45709444133588,4.1233368637856875
45.4932945205582,6.951747716360728
46.50674216500255,3.7135067364524414
46.14102814378335,5.1533015426850755
46.108842145810335,5.155521588944141
46.07528936905578,2.179376913376019
46.06540792950009,5.44881243226025
45.51371032266507,6.66303946820078
46.33522736297204,4.06506926675843
45.73231256986878,6.133883971445426
45.84923036889372,5.373708783570156
46.485532476219,4.160864764521341
46.310332944518535,4.98378355486388
46.09327866598904,5.027860196182007
46.41849102638884,3.649683731428834
46.535277791799075,3.7928796084654097
45.56485681732593,6.416837364065658
45.93190465995906,5.723270789625396
46.537558567968,4.043158862102755
46.58483188211246,3.6060900349739944
46.43837870988251,4.311662467904497
46.48791128653672,3.417530493904872
44.86788820477236,7.934982945529056
46.41403033022344,3.1936576600028506
46.44325980434139,2.7533311495946826
45.84930885983394,5.25684054131233
46.526204397343776,3.5230328427933886
44.96797231797144,7.859572636768801
45.17246402863396,7.218390965584733
45.00428972965457,7.7143532944535025
45.591796900717526,6.072219040500219
46.29571733201565,2.3920710687355426
45.744185649897744,5.620788965698071
46.23585305806652,2.1820272727808705
46.532293337919505,3.011735687759545
45.546834491260014,6.421381450110452
45.64832821938873,6.089476442331326
45.564170705976935,7.027783799328082
45.6770541309592,6.426712588321664
45.62596207428749,6.447754668012
46.3349482043803,2.8044081504854375
45.11527881843831,7.020335567915161
46.54056580141267,2.844595985750799
46.598662229564,3.622823914102134
46.34064896365639,3.321656385615553
45.74633201844677,6.066878734448581
45.177938919194354,7.164704116779311
46.592966957838485,2.9617481609296155
46.46161221004953,3.5095511623656486
46.61568071662904,2.798337523942507
45.7016262580827,6.202047466378507
46.2537997817988,2.531580160648517
46.40869630963351,3.098196229455425
46.56522693328737,3.3072714644775734
46.11761442101308,5.351946550166272
46.45485430068934,2.877008372852415
46.149586751217235,5.157686778977584
46.42990509383951,3.2831824079829923
46.519313194434915,3.036771929718184
46.24499773946094,4.703881505670936
45.353293884378715,6.685396671086915
46.30588360219221,2.4239291014303985
45.8684622484248,6.215541358719792
45.71370985383287,5.634435209160882
46.51805122810305,3.3590515715570115
45.34060859871615,6.915171314142984
46.46247823811346,4.370735555964145
45.923480472407526,5.464606901436839
45.82045993189248,5.65440144491268
46.016593850162515,5.570262864397702
46.26330465042314,5.1489024023958
45.82128571013483,5.985654423362813
44.754635020168195,7.770572974880781
46.11795163331265,5.158732426660033
46.50707948519541,2.5957347017574857
46.08133409929482,5.4617063879837335
45.23062788229901,7.447403571651892
46.59948266519441,2.9379518350896667
46.23118219764602,2.180219916532377
46.26330465042314,5.1489024023958
46.56747127809705,3.0191393207276827
45.648505640956884,5.945999503854745
46.437450721425016,4.5359686674164434
46.32995746653263,4.631181610873014
45.72085304206451,6.5092693721786095
45.211027937081504,7.14039728969361
46.57324017084615,3.683598317271719
46.3575983054512,4.584620988295602
45.617406013171376,6.2995075285750834
46.563069637466384,3.1424551161619503
46.11016972034541,2.32516660117295
46.227469138122274,2.7411699512221746
46.32561097859474,4.7132446924265645
46.46543983892954,4.343228379311381
46.5787058227511,3.4276628889952976
45.402303466129126,7.780376443729435
46.189807151203425,2.3314234511649907
46.544476386423234,2.6745202158890704
46.03771513865943,5.371577119501649
46.135783906276494,5.213877782024998
45.41512247483629,6.760712884683701
46.47341774598413,3.0773623784538
46.59206030110466,4.038114397385803
46.21748964002642,2.4915278796242983
46.40455898926481,4.5613210464554435
45.77028008590394,5.978009031700115
45.04837406270971,7.7230680818324124
46.41584280626443,3.032535034864854
46.553718647430166,3.9307598054860944
46.58815655853532,3.037121695271144
45.49207945850746,6.8633233786124785
46.342832035384376,3.3086601432382636
46.23398781558382,4.427843474559713
46.465892775670824,2.870344086068876
46.15729611838486,2.323740480576797
46.37359158770732,4.727266371987392
46.313816157675475,2.829963419548378
46.25823136801473,4.657301208316143
45.20951597353553,7.986110920839204
46.18271073028746,2.4859035124956215
46.428257024481255,4.081824366760919
46.575642534652495,3.7014358475550813
46.48152485269481,2.733423803122621
46.484236029533,3.050264934703672
45.356515291816415,6.654165906956943
46.502927171072564,3.989612168366262
46.75272249005201,3.3895859034624536
45.915539081862654,5.7971208303487325
46.50853798895506,3.7249044116292054
45.65762848603248,6.36395920119319
46.31614224959051,4.380480135947327
46.544265062282236,3.1450619534606954
46.226169580484694,4.59931965843632
46.13616674419341,5.8209425121696805
46.51904310210964,3.588817247427974
45.96993385649563,5.797623130634021
46.477125325135844,3.7945841079988183
46.35653406325415,4.111575299747471
46.57566762384473,4.480958268355054
46.365192454285165,4.7247572981469625
46.26795979287796,2.384984987297611
46.4712647193444,3.547940199339914
46.36349520735933,2.6092339266807127
46.23916422500152,2.282191474989353
46.463401453886206,3.599328272375729
46.57603659821746,3.701229365492869
46.05304092326415,2.2176935018110764
45.37304513477619,6.73011041579883
46.16540301183763,5.114191283617609
46.26086684897679,5.331041149653673
45.66648026241465,6.337094380804337
46.35322656186757,4.950600677302754
46.2079013821545,2.328028104742556
46.2349516657325,2.554394130842988
45.679698424785144,5.826803173989838
46.33937141216131,4.369275655767682
45.8592591081304,5.904113778499281
45.47488977309417,6.350369095438744
46.53000707659705,3.455958148566001
46.05717834234629,5.134196874505959
46.368948412962006,2.7221858863787096
46.25604351208109,2.68328856138159
46.35831602400743,2.5880026065837543
45.33960912147025,7.363402822742678
46.431890836577054,4.532830152361384
46.51371845154723,4.008699937770875
44.93890409402017,7.932890885311288
45.04518211262406,7.559170493383833
46.22287753390239,4.645254416429021
46.479267227138735,3.0003355694240277
46.32593445254643,4.252722427681018
44.963946860534996,7.796117668628673
45.384678638055334,6.946670350400478
45.54480736617187,6.271418052644997
46.36309597463752,4.695632928054765
46.32458872520914,4.178159167107631
46.47685909083704,5.16721020289496
46.563061904005316,3.112510138849748
46.406100361493586,3.370314073976782
45.839536291243206,5.712698709395191
46.095012818763635,2.3601729120955985
45.45874311570235,6.032646999916764
45.02019002819328,7.817149957450347
46.09826090814258,5.189280535520497
46.26097846099316,4.739569576516531
46.178738668122286,5.357777398898914
46.392013301490934,4.332845311689003
45.85008410655395,5.918850978745965
