$\log C$,$\theta$,$ \log \lambda_\mathrm{c}$,$\rho$
38.72844044006819,2.7190909140057364,-2.87379377040516,1.4727154294955511
39.32150154303035,2.5082651206367736,-2.654257058518656,1.426233651965594
39.72783228119054,2.3589298279215325,-2.515721540512692,1.4101730365227654
40.065554567859785,2.242049132541606,-2.4050559993070695,1.4468829289570146
40.431989308470165,2.0827540099550887,-2.074751519072075,1.441914355689642
40.00177406103814,2.2516765582535236,-2.4509606190805187,1.4082277458320587
40.49724944135694,2.0506785504848817,-2.009867981861156,1.4604480192513805
39.28842083091203,2.5269041404264905,-2.8229944448138173,1.4058286930616701
40.59727929262249,2.023162834447432,-2.1025670316099565,1.44631518471957
39.45001527220664,2.4628835783719554,-2.686390999909407,1.4063959049540184
39.81554118039811,2.3319340773171535,-2.5264953126322287,1.439080785762701
39.32728214330782,2.5067684375077395,-2.7044348350799083,1.4387972499266628
40.8618714383587,1.9105764965573602,-1.7521592950671554,1.4739585286802919
39.07079022522441,2.6105019777018947,-2.9213758880494796,1.399580222336915
40.362919496079606,2.112602633200202,-2.1666105333711387,1.4428054074728542
39.7821614302257,2.3395481755481393,-2.5477302292842388,1.428285761216984
40.354050203648725,2.110822329804936,-2.117801195122621,1.4599536783545428
40.4259511474335,2.0849756399775106,-2.0940263684531457,1.4330837807957553
39.40558282248059,2.4866356599388184,-2.7969528753316055,1.3918382261538949
39.14679972673792,2.5772593399523536,-2.8476913920265123,1.4000659168877183
40.58853840477564,2.021106773413416,-2.0283441052537543,1.4505334362080564
39.529420751089674,2.439100642332507,-2.701465912340321,1.4167430679725992
40.04061727586018,2.2402254233974226,-2.3377844437354636,1.4681461961961373
38.879210374482156,2.6695114894792216,-2.807602025112443,1.4698102636295256
39.936951596096456,2.2753241509851856,-2.32523700583404,1.4660989535758222
40.02646501948287,2.242316464398799,-2.359339400806874,1.4079179928475212
39.75598500590814,2.339000124936879,-2.416847765094909,1.458646894379768
40.17575611410066,2.1847432628252683,-2.3229752493591653,1.4303643575115441
39.84672509109762,2.3133220667900978,-2.520962250024131,1.398209834773001
40.46462665220562,2.0638371229997583,-1.976663025350617,1.4755201977680406
40.374973518150476,2.1081327880825373,-2.1793666477030826,1.4392173333539222
40.01812341000666,2.2544065804907403,-2.3877520768662777,1.4387002724950202
40.03144548949099,2.24182903061906,-2.3424935787506227,1.4251941555993901
39.919798065356346,2.2880814823360094,-2.510940188035102,1.4100514696117201
40.78899110099848,1.9280330948636126,-1.773181348556514,1.4728282141805462
39.827868887868135,2.3169003441888756,-2.4170638409473097,1.4294391084384555
39.715732231998636,2.3568676789813376,-2.460867499421761,1.4162135837789038
40.26855895563642,2.152297430881663,-2.273953422274551,1.4345919151306985
39.84684500705024,2.3070002643607435,-2.4278113281275067,1.4489038554864437
40.36869735888259,2.106578975321053,-2.0832912045372574,1.449927277056759
40.085540082346824,2.225998846185006,-2.3773202292731126,1.4225040817390002
39.93703520082713,2.277880284030881,-2.519016720929034,1.418406269492852
39.56866607827802,2.414195697022627,-2.5956119044287926,1.4033095159616154
40.209964461819325,2.180604506801783,-2.3428356871190714,1.4294615785313625
40.11768949109026,2.216757761881218,-2.39614072255457,1.4188809551369526
39.9039504424307,2.2960598525473,-2.375839726962568,1.4533012484301004
40.0072820856756,2.25174949451457,-2.324231999781694,1.4436265791861087
39.611924171401405,2.4042204074246776,-2.6109417796583356,1.4204040016193282
40.04906378534152,2.2311680755787218,-2.2343777789508734,1.4544973153829213
39.35545573887313,2.494972842284212,-2.704358421329892,1.394468223083027
40.01329589901891,2.241808388141708,-2.3288381885778375,1.4314757092965054
39.1807475746145,2.5576620843815427,-2.6548661172289822,1.4777830520780382
40.191006854918705,2.176163989932024,-2.2536701928510787,1.4453949007832831
40.66788226511602,1.9790088287548533,-1.8157381731728013,1.5064896165196304
39.68501745827323,2.3682262849849542,-2.5840023235763017,1.390192067689798
40.426065163295775,2.0923805781869276,-2.174948634782161,1.4341983183097273
40.370041899260144,2.1126813348408704,-2.194782789047241,1.4355093759344864
40.00277721938717,2.2588078187601512,-2.3201316757424344,1.4860856338378443
39.836386623153004,2.3173188649136742,-2.5111925245579534,1.4389997357615878
40.065241469026354,2.2353158246250224,-2.4878888914982635,1.4049431122006326
40.18324108387476,2.1863742589163406,-2.335936917411247,1.4179691811438278
40.21908184279871,2.1717420109197674,-2.100139118678182,1.511087365135632
39.397411850063406,2.4858196853337784,-2.8442171293553735,1.3719655163568538
40.444460313383246,2.0748121239850925,-2.0301778164766744,1.4570321571077491
39.90908482293438,2.288030741353573,-2.417927832270004,1.4291747067861322
40.235765943564545,2.160842555439408,-2.151550485048447,1.4848600086936896
39.56538512174582,2.419666703155498,-2.6271872588560776,1.40303135334589
40.51755315678406,2.049693936561798,-2.027197643318558,1.456797568685296
40.40463420306551,2.0909712516522285,-2.115283861953607,1.436236362498927
40.13927755689321,2.201984373449416,-2.384506220368388,1.4363487329280002
39.81782218765485,2.328817032000037,-2.535437651828266,1.4251601935151939
40.17146199529839,2.1812281725184515,-2.229221608575066,1.437657300219274
39.604323530156414,2.4043610724317914,-2.520683736907255,1.4554839409054647
40.0866648205812,2.226815712886421,-2.3841800809572637,1.4046155252566903
40.340676694191245,2.1315666644860447,-2.2911192593192973,1.441670897139525
40.40858707176026,2.094973549766567,-2.227974066954348,1.453275353060054
40.22569728792197,2.1725011120682334,-2.2974437772168455,1.439708931756066
40.252560330209384,2.151762293722187,-2.2121823864989683,1.4435250374567756
38.79597640243811,2.706122932770098,-3.059439437335168,1.4084922667887556
40.5827164020976,2.019683105928918,-2.0309363882858835,1.4576892077408798
39.49787368358561,2.459120755360497,-2.7853995642526845,1.3968060436133216
39.747382152966104,2.351998624105164,-2.498318105845716,1.4389574154004392
39.82912413212121,2.3196596361375414,-2.420979322021025,1.4279071044292901
39.9496050849306,2.278521084840113,-2.490754631042982,1.4018778312025886
39.90560520969372,2.290837653918932,-2.353846786796633,1.438896205630169
39.218547600189424,2.547543075624236,-2.6663051637058333,1.4564043371766355
40.35514056409991,2.1206476453864322,-2.291693339377597,1.4355734890602168
40.77413273346159,1.94269745019553,-1.813173269355338,1.486670983931937
40.08556493123931,2.2279909459626683,-2.366503016464007,1.432102067253635
40.05661507774695,2.239281324228709,-2.4346787128650105,1.4206790248970518
40.484343560341095,2.0660490366980087,-2.1289530294379624,1.4459533402233136
40.375783435539006,2.1079528189423007,-2.13852832635607,1.4274197781831206
39.59377297724206,2.401695546961552,-2.433005172143575,1.465472532636299
40.46764747121843,2.078350612241825,-2.194068349772316,1.4393928836600767
39.90922179245471,2.286476660717323,-2.413212558109284,1.4369704878032743
40.37816511845661,2.1078178096263582,-2.1187126835698993,1.4517954592510907
39.97973113932093,2.2642569102978385,-2.4814404131768995,1.4029544151741897
39.168593909386544,2.575061732087585,-2.8771260015207374,1.4140066796562865
40.41489357427848,2.0918395994437238,-2.0841487092997357,1.4815800418159177
39.97555670885056,2.2579166040554504,-2.4013889407225872,1.403294287763341
39.84930011971226,2.3191631356470057,-2.5205590217580527,1.427464401758278
39.39002967873427,2.4855513202637614,-2.7580527651698654,1.4192462079141592
39.55625462107356,2.4293581565842097,-2.7358510424442457,1.3852658419722057
40.415990191003985,2.0863969025026847,-2.105361631985543,1.4324603845059012
39.992442793710566,2.2600804481200005,-2.3672807551438138,1.4448513297086405
40.0480508337788,2.229037482634313,-2.2406845255865693,1.4557161959669702
39.38484970921451,2.483769771863064,-2.6852423598663684,1.4335579180626061
39.78442729515275,2.345851371769179,-2.6575634633917145,1.4087427370699064
39.95942121705515,2.2724073749097236,-2.3442482742648894,1.4924718786771847
40.122458712154256,2.20979983520679,-2.362371060782956,1.4127611048237165
39.912782968895826,2.2910781256211856,-2.5474818327844124,1.4149591392333072
40.38172067443858,2.1083103549612487,-2.216611466905738,1.4268875853195364
39.94924239038627,2.2756244689681453,-2.440314150136087,1.4261165463576952
39.89122526277351,2.301273774757632,-2.5153737016053417,1.434409522246397
39.0621805265019,2.6093393485793372,-2.919874431879924,1.3815995744101404
38.300561205473414,2.8747041481759976,-3.0253723412865483,1.5009916240663803
40.39766243111126,2.0957666832909143,-2.1117954035799595,1.4513275411653093
40.452936286286814,2.0658320263371373,-1.968975895281059,1.4554395660802084
40.649273118602004,2.0114013019769414,-2.129603309452252,1.457130738507435
39.91500790975339,2.2830227474659064,-2.383606091491702,1.4231471990365485
40.29261085256229,2.1409825040515025,-2.23690778651798,1.4420364263291414
40.40259198933238,2.0941425046578512,-2.1454735217690337,1.4333409818218559
40.26592830417593,2.1493247637150295,-2.214148148956606,1.4374628447603803
40.239277758522576,2.163524989946781,-2.2269235288198836,1.4362126279561815
40.297849960281994,2.1416427084508185,-2.2749933816535273,1.4335060134801765
39.99412662025141,2.259147411548495,-2.3958679384866515,1.4077710389800395
39.8148597025361,2.3266478847552134,-2.396733148700538,1.4922124191627189
39.96250599767037,2.266610834399052,-2.4107825603041495,1.4111070590609356
39.296899298523584,2.510966767394949,-2.625592114187798,1.4216442123159907
39.95388701616452,2.2790444220038797,-2.486040771287994,1.398768795848105
40.45162912326412,2.076548875298068,-2.106217370824138,1.4434230729751896
40.40761279940597,2.0988985948817396,-2.1570191344352776,1.4495130958836233
39.92833230379675,2.2849715207166157,-2.5232888183485773,1.4188244126994123
40.167235728425396,2.1930510545413444,-2.3702859192608696,1.4259768102735977
40.385682061346095,2.104113348899293,-2.2249492180135637,1.4378228376287885
39.78537173289552,2.335912506430219,-2.4766936446928307,1.4087578131712952
40.78899110099848,1.9280330948636126,-1.773181348556514,1.4728282141805462
39.98291816798447,2.25781611517426,-2.326423097483111,1.4450043445231415
40.379024483515146,2.1047736432972766,-2.078074723969254,1.4454377466220085
39.81853493052812,2.3245948274178145,-2.473850514720373,1.4241190896968148
40.03593428989417,2.2315109569703977,-2.2516914396930914,1.4420820612932053
39.78045468981356,2.3424004457116387,-2.543794305094989,1.4245815715562142
40.379193739119984,2.1057671154829385,-2.1216349413404982,1.4382962499055998
40.350217150198034,2.113420347904356,-2.126543388836971,1.4322917722559894
39.77720131741237,2.339550040705342,-2.5367486130119103,1.4124863319381884
40.191171841778335,2.186674309734499,-2.4091941470229488,1.4118008132411788
40.27718344165052,2.1497902382505347,-2.250815925595926,1.4458313774088138
40.19879122532878,2.183174578767226,-2.305316824143219,1.4310080631193256
40.161294351470595,2.1976022981809984,-2.3743011832980923,1.4436155344821144
39.71880448969593,2.358562518836157,-2.5288113586136722,1.4291178605368007
40.42049068473576,2.0943676259830712,-2.1797364974082774,1.4356359775893952
40.12515757833194,2.2153166567861047,-2.4208253632984125,1.4107699043035984
40.44673662274701,2.0720129218680543,-2.0722129993309633,1.440755536478835
40.11768949109026,2.216757761881218,-2.39614072255457,1.4188809551369526
39.88068474330456,2.3101151429352202,-2.54165450971063,1.4009485150074765
39.926634830933075,2.292102990788172,-2.500820459581271,1.4044600453428098
40.0490971754964,2.242335613850802,-2.4145727685138416,1.4369153165207373
38.81311404307976,2.6968034123313886,-3.044754212793775,1.3749619253767
40.05283329391689,2.238197342858733,-2.436291823352016,1.4188330940646279
39.86562971807688,2.3116385130255885,-2.547590521691188,1.4076839302830553
40.05245727645006,2.240193298306376,-2.4003176917236893,1.4206041526088133
39.77674420986201,2.336827538818848,-2.4271762877552043,1.466337514578686
40.044911941322574,2.237352187147388,-2.3464598909383514,1.4738187883590605
40.13998947686842,2.1985663893373197,-2.2855719088339597,1.417216139883415
40.75924679647219,1.9471721147943293,-1.8783598555100092,1.4661935020129346
39.255556305799935,2.537415554680259,-2.737147966890914,1.454016268703795
40.39542976014852,2.0982559577925515,-2.0616409371934754,1.4530515077294588
40.081273903806135,2.2232990011214815,-2.229106902380007,1.464195129434462
40.45471079683803,2.073642087782358,-2.0817439977267678,1.4634464914073395
40.39356659562485,2.106848491944815,-2.281680557915096,1.4350443887993947
39.60135983708396,2.4023890332772906,-2.6737906802492577,1.4127544281607045
40.36402349252098,2.1138009335520795,-2.1923719049384327,1.437472825750168
40.139874875509335,2.1976343265579974,-2.3379869181739625,1.4293131353798465
40.64861900736576,1.9982176760034593,-1.9098661483412824,1.4756805847973002
40.153546421388434,2.192792687006058,-2.25348165058214,1.4263280934926368
39.780993266288675,2.3394100178860016,-2.4502994521066075,1.4459819702649608
39.67580023782842,2.3821039917154776,-2.641718558750238,1.4028900370788289
38.233781585184374,2.896447719847179,-3.232804533095103,1.4219300265736274
40.14214852470457,2.203934094888303,-2.286233474477624,1.45905474140731
39.71400721252271,2.365625716606739,-2.5573449020883565,1.4301726708551015
40.353700839092,2.1133171976499288,-2.1999819991148946,1.429776250297701
40.191171841778335,2.186674309734499,-2.4091941470229488,1.4118008132411788
40.58937550734842,2.025899864312846,-2.089749443713054,1.4720078479757441
40.24851289870486,2.160292322471296,-2.2824430657767643,1.4290154441517753
40.34057460383619,2.1206566571031398,-2.128868436007363,1.4522437768382777
40.61940808868128,2.0020089285405733,-1.9294975721411878,1.455007739819146
39.84751872349252,2.3162083956707478,-2.569399973696721,1.403921566805966
40.110553518926274,2.211038564505588,-2.2420870949191465,1.454348942043061
40.476091142933605,2.064338183361125,-2.0770342195803564,1.4374123478719019
39.769972122841054,2.3437609866659024,-2.480549807054328,1.4485829587360515
40.2834872641599,2.1355549047534343,-2.1842176447920023,1.4291552057443768
39.842277142483525,2.316078342065898,-2.463883488418992,1.457397605354881
40.761283690347646,1.9452373617525198,-1.8089943431267552,1.4780157614015796
40.743908334190415,1.9549677139490735,-1.799173593229638,1.4873737251146348
40.064785713893414,2.2230159635567137,-2.2608019694327934,1.4351134559933796
40.75103767815051,1.9543192584574867,-1.9333843718107424,1.4643039700407408
40.32220913070153,2.1311027353221625,-2.180410252900043,1.469744164200748
39.58537190605382,2.4069211910093617,-2.5588894920751204,1.3948011126426416
40.220682508410505,2.170335642437629,-2.2581407822850994,1.4442973699650552
40.377875684842,2.108152460063011,-2.167904594032711,1.4481060137278827
38.705590327398205,2.728930485815535,-2.83817096709309,1.4786871817520053
40.00434778102261,2.259190014773997,-2.415061691391634,1.420824347890923
40.39549780470414,2.094178280535241,-2.0474884578644756,1.4769742594572688
39.62946637539462,2.395207502072421,-2.5265066728631487,1.4427539581083553
40.0788629628494,2.230075259588216,-2.388885286268111,1.4230711812304049
40.45646426880896,2.0754872749282685,-2.0949863734040037,1.482423472524293
40.32611144489634,2.129037227744825,-2.2124975424065285,1.4321568773712745
40.278988268144936,2.1449735522345126,-2.1815605216007192,1.4588889926259758
39.84273265281293,2.313223336972563,-2.544123389169513,1.407293051509762
40.51970300755811,2.0447161610282243,-1.957594340840855,1.4472063010312666
39.505295611084115,2.4422051192433116,-2.6464693697185013,1.4056846100555591
39.846530834902985,2.313395108250958,-2.5210293474480783,1.3982228108879804
39.98248508000122,2.2609663191978435,-2.4224052283234707,1.404717529623901
39.71207327152598,2.3681310523865298,-2.5798134182285337,1.425896690517698
40.2276334367365,2.1660406906414664,-2.188828897004291,1.4516167508867932
40.450632670910224,2.0792962290099672,-2.139361709212254,1.4479542938303975
40.387508926871654,2.108200191125202,-2.185293896975634,1.459800037352828
40.50947866175824,2.057140426503533,-2.1107429400476727,1.4492230295398276
39.65536815183309,2.3822604030734804,-2.472147392168722,1.4326201589393504
40.30082940206651,2.1385878614716445,-2.068540434436255,1.510151189211035
40.19453328801656,2.179513488990591,-2.3206201172342746,1.4446690015524055
39.98500399528903,2.263038901155794,-2.4475192382696016,1.407079794808291
39.75114346671174,2.348005222839719,-2.4118747070334243,1.4411028681246598
39.529682109686796,2.428179331694238,-2.517876007204475,1.4230429346295246
38.971273948200306,2.628340904634168,-2.7628440002614174,1.4498350798401147
39.69079614456291,2.3663434809571,-2.4307625621693756,1.4133603096323029
40.371216565029016,2.114920264093999,-2.285167789781127,1.4296913324600289
40.60627691965996,2.0133107298824373,-1.9664983127938125,1.495614495085497
40.69500511448353,1.9787158373286502,-1.9574668868468914,1.464444677354146
40.07131789772211,2.2300098603524754,-2.2822271023377687,1.4543804357223067
39.489727625516785,2.444400497046852,-2.5641535352373097,1.441546388641391
40.04459610851122,2.2396633941050954,-2.3656820896868553,1.4499501334246074
39.775380171997085,2.349325809130961,-2.6198165177747814,1.4083675281180665
40.02545014211541,2.2458477922604514,-2.305514868524054,1.4487590030570305
40.015940039096996,2.245758492546621,-2.4085324022457697,1.4023776577809468
40.39808089565028,2.102643998504496,-2.1633703658101306,1.460279285648144
40.48477422322213,2.0583083127351287,-2.0387617512629794,1.465102776951835
40.19028019345387,2.1803118277912708,-2.261367561813058,1.4395610164558428
39.7441175003673,2.350725494206323,-2.5637138581530534,1.3961750001647326
39.95430269312422,2.2796327403133962,-2.494216684605713,1.3963921850648424
38.73451323444122,2.7144004663854826,-2.8774387438593787,1.411952006419199
40.510165988558384,2.0592120774043208,-2.166703503404699,1.438967391698016
39.65955172200692,2.390231251482848,-2.712188763102743,1.3788677491407775
40.43265304040378,2.0768061324300873,-1.9991668572233592,1.4614433637203408
40.30809542397389,2.1354504994080723,-2.1614138094039275,1.4466808685696073
39.99033294033547,2.2662707297550098,-2.510083294359803,1.415170958199447
39.54621521657629,2.4259168256832555,-2.612608185488506,1.3860200501348665
40.29825615616207,2.141272711442607,-2.275251129918969,1.4207094030004128
40.40238909056822,2.100505072487237,-2.142758205374874,1.4595658813806656
38.73677050937924,2.7118020225292057,-2.936997217932151,1.4389933558559835
40.30267492792074,2.1439151312182445,-2.2788683510674,1.4244641758200989
40.25072811517901,2.1669031784325385,-2.3741512273854686,1.4308401273709974
40.366270739867424,2.108863815688402,-2.2213174805710456,1.4418933026090046
40.475616841551684,2.0662219468560434,-2.0755311485217818,1.4466844212929304
40.0876307919656,2.2184362835198077,-2.274353704478286,1.4641884069472362
40.33254013615332,2.120310958615785,-2.170496701985381,1.4375638808335103
40.246408184249695,2.166631104986066,-2.2022244558465616,1.4697617951708477
40.38362473595913,2.0976454366147723,-2.118209372396426,1.4365340919587113
39.855933851648075,2.3173273935477474,-2.560062125640124,1.419787110058779
39.96359764396666,2.2648407854433095,-2.3689116607813903,1.3991151169178815
40.35548289967573,2.1125855854111473,-2.159493016728527,1.438731602556165
40.21793098234817,2.166209701464369,-2.168289756345145,1.464703889547924
40.56537904965629,2.033964488583951,-2.0876755261590763,1.4538762005314991
40.43785424312245,2.0808375844181315,-2.1202422149329814,1.4590294877700896
40.19033018068993,2.1749883740056037,-2.2295256263247825,1.4286641134688083
39.61386916861725,2.4028264264777994,-2.587763615388122,1.4400173603606428
40.49377146104351,2.062211555871641,-2.1667552459627797,1.4776556236786396
39.23983545835948,2.5415430898047915,-2.7327119272174794,1.441559816133448
39.986541822590226,2.2562963806102214,-2.4120478591689967,1.4217908681463125
39.88652029585285,2.297796003519044,-2.4338312978735908,1.404642867399256
39.6873774314209,2.372491944224912,-2.583990491460048,1.4146719028736003
39.27367968410499,2.5287566269133137,-2.816383656616981,1.3824873716055601
39.11702568364409,2.5876560151037378,-2.831370213967814,1.4471186412838446
39.910614793716626,2.2919234290671815,-2.4471874295098544,1.4532511234897603
40.422898310322594,2.0834755364238506,-2.0814588654760477,1.4463744872203392
40.14928294497276,2.197902701578655,-2.3196784658307905,1.4155727233240525
39.92817652409983,2.2766575806008373,-2.3640999352160943,1.453252267542161
40.216028243624336,2.1628595749577437,-2.1395251887865148,1.458229295928866
40.284487570393445,2.136671246645357,-2.1023334554666895,1.4733573871339947
40.10461972759466,2.215949441039725,-2.3532370901241038,1.4316562292047967
39.91725908844821,2.290291128344791,-2.506733581483073,1.414657530578281
40.16555719961482,2.1879151095740936,-2.2981141768985744,1.431347402608375
39.11702568364409,2.5876560151037378,-2.831370213967814,1.4471186412838446
40.08543639315055,2.2273436857871887,-2.4141215084037686,1.4102979101759407
40.01455783823137,2.245731845038213,-2.288803919924114,1.4097208293618253
40.324900303228056,2.130612068003606,-2.2529400643692976,1.4448143000241978
40.40752812392792,2.0967630812785987,-2.0796287919134664,1.4509480638806918
40.402670269819374,2.095825503527966,-2.11134063644352,1.448340012676395
40.46500226538505,2.074981539383452,-2.1737700309132713,1.4341388894134481
39.571204546282154,2.42021543464983,-2.6931164613576164,1.3768886434089633
40.33565892251742,2.1225868034030335,-2.192053451009984,1.4440140594404045
40.5346504160467,2.0356129102626097,-1.9543691576616045,1.4485016498009375
40.47636362340465,2.0667324639583278,-2.1283779283004325,1.4497083436514064
39.984644520876884,2.2568337936579312,-2.3814778736245983,1.437145394364713
39.99702901279317,2.251678018598066,-2.369475884294414,1.448038260942012
40.17507221230198,2.1910017831301203,-2.375406444411593,1.4207378564901894
39.36610904175804,2.4876755926366005,-2.619020404632309,1.4322504761042874
40.41893239198194,2.0905971919777215,-2.160783629504872,1.4445832249653678
40.11369005879262,2.2171487783871884,-2.4050788601211655,1.4105782268818983
40.29338225718818,2.1452407885079694,-2.2309764059950767,1.447959909125911
39.65857083071769,2.379421037895426,-2.4962675668179526,1.4563206272227394
40.3502131574853,2.11581526184995,-2.1775994391810176,1.4271663063920785
40.67930822688602,1.9815942649161467,-1.9383855114496553,1.4696317437429371
39.657467559472245,2.3863036316420683,-2.5328374894315133,1.4568262287433176
40.065241469026354,2.2353158246250224,-2.4878888914982635,1.4049431122006326
39.83191871789791,2.327724909793394,-2.6094269966982697,1.4055848841708645
40.074230144183495,2.2231235407130105,-2.3895419932611355,1.4145157838062434
39.69647894105588,2.3741541858608586,-2.565382284832529,1.4354157998897563
40.377619155369466,2.097725719184852,-2.0405788931581883,1.4574495453614538
39.95805338878934,2.2690053012516582,-2.432393075168254,1.4169134496008298
39.83602001092192,2.317026928453227,-2.484784307214925,1.4298892637157756
40.272357618945314,2.1495647542423684,-2.242439835856304,1.4189264163780853
39.9238028990794,2.2831457057022195,-2.4149562280598458,1.436928728585663
40.589858696354106,2.0196138864669924,-1.9704249066946122,1.4942872621091992
40.526540056036026,2.052683686469894,-2.068499282399007,1.4446886801676586
38.8519453186452,2.678156647331652,-2.9315873266327035,1.4092085907771106
40.46637027403481,2.0653544655788023,-2.0458485085363747,1.4429691814834533
