Default Dataset,
X,Y
-22.993516517245407,10.86101463381316
-22.749340864113343,10.615426122295649
-22.744152536822355,10.612666700817922
-22.738964209531368,10.609907279340199
-22.73377588224038,10.607147857862474
-22.728587554949392,10.604388436384749
-22.72339922765841,10.601629014907024
-22.71821090036742,10.5988695934293
-22.713022573076433,10.596110171951574
-22.71042840943094,10.66785513037242
-22.70524008213995,10.665095708894695
-22.700051754848968,10.66233628741697
-22.69486342755798,10.659576865939245
-22.689675100266992,10.65681744446152
-22.684486772976005,10.654058022983795
-22.67929844568502,10.65129860150607
-22.674110118394033,10.648539180028346
-22.668921791103045,10.64577975855062
-22.421648658832915,10.327684485136817
-22.125341059128644,10.000362925187066
-22.083265328099152,10.070014543797194
-21.983724219521633,9.9708698271851
-21.85030302739151,9.92596252258041
-21.839109691661882,10.431924594026945
-21.748898637759453,10.256284208340135
-21.746382415185497,9.658489604495577
-21.624610790233582,11.235086578703992
-21.604882335843165,9.40022459721018
-21.47713436515747,10.198871981922043
-21.44734127102027,9.454979352632565
-21.400487174257496,9.499485604564702
-21.396836816816926,9.698071782145345
-21.345125602304876,9.464013477393504
-21.331630431851192,10.407089800727423
-21.32545185929768,9.495813111107806
-21.33508931671185,9.479694232422064
-21.32859355165542,9.395563547358435
-21.262546726074465,10.451471924432816
-21.24319809874577,9.321375952005543
-21.22876063395829,10.87857613716831
-21.208028024986035,9.291812402986485
-21.19266761055901,10.367433697588954
-21.176375377154596,10.644991352414127
-21.16311324313765,11.349144442946399
-21.14587717425379,9.281355876095471
-21.139728596338397,9.332355560441428
-21.124391769827923,10.392234632956235
-21.13577107661644,9.304700920376346
-21.12409734021172,9.321257449242696
-21.109248657255797,9.30935487003281
-21.099901775441253,9.351310379310995
-21.075019006743542,10.392395881358537
-21.073304252637534,10.347322085837192
-21.048019996176965,9.395613117804144
-21.039883101868202,9.296354522079525
-21.029410367151208,9.588921332582006
-21.02188008656915,9.894354797397675
-21.02056156355063,10.689811999431372
-21.015569456769352,10.506368986502087
-21.01773663074649,9.913153356214675
-20.968644049031017,9.890785318478573
-20.95792960056301,9.906254802520362
-20.95510839607041,9.375781573626629
-20.952376361336864,10.129229518513105
-20.951361270804696,9.286543245714281
-20.949928075457343,9.82883769995086
-20.946640333337186,9.922380171780818
-20.937633919156376,10.233582762445113
-20.94250588502718,9.809675050799994
-20.921711787126668,9.44045057319876
-20.918868772587416,9.514818810180191
-20.924923220318835,9.802316593526061
-20.914468962550885,9.81618445531155
-20.911681117004257,9.532272032833419
-20.902983691026392,9.40335613440475
-20.900932749682735,9.350390572151753
-20.895707491164767,10.367365981724468
-20.899584268347198,9.812058187530756
-20.88008941317742,10.180103596068367
-20.881266612084385,9.812457090486552
-20.876854209414986,9.281357243030625
-20.885619582229573,9.410084540620886
-20.87695336521606,9.411999963221724
-20.87273989387256,9.199435776463796
-20.864127443929103,9.366093654272479
-20.861635653122015,10.210481020439527
-20.870232485863735,10.196104434540581
-20.87131898263761,9.430660394888964
-20.862440561604906,9.408639129370648
-20.863491983991526,9.09831918902151
-20.859210674062098,9.212200313449136
-20.84535729682861,10.240849763016458
-20.845521224166376,9.961719174222633
-20.86027089746504,9.948749893277325
-20.859925008978973,9.4230494415321
-20.847542937110767,9.223973164379078
-20.85502492209304,10.223894874845133
-20.86078973019414,9.663425712480576
-20.83969805185904,10.45145478516898
-20.841017141432754,10.28325234904416
-20.843827890973603,9.40701177824276
-20.844276880835324,9.098036171434051
-20.849548354397,9.427955079714723
-20.832935225596568,9.769538011123995
-20.824582844957956,9.336188797361428
-20.83549663465058,9.2329559619555
-20.824826804040175,9.24028921903329
-20.81814616360186,8.914413115937402
-20.8243273189547,9.82508182071729
-20.826145093122065,9.097922336739094
-20.811389215129037,10.02052532383719
-20.81390948717201,9.809543649777245
-20.816074541041555,9.762329187550609
-20.81182489138545,9.24930553421102
-20.799725152617377,9.7551900031908
-20.800355325267642,9.293908516374579
-20.796296851716303,9.256568226752234
-20.802421048170537,9.274347284121374
-20.7790735753611,9.028758772603863
-20.7446036259216,10.139425917388111
-20.740667298950985,10.545902161649558
-20.738112107364497,10.032588316261418
-20.721315284783493,10.037936018626496
-20.715544763477435,10.167919943516793
-20.7081183956501,10.05250414083978
-20.691398705245376,10.228454888519435
-20.70625169588403,10.025698332199024
-20.69748712871033,10.17143520652972
-20.697530364771087,10.037603264860065
-20.679860051449776,10.175298396598535
-20.67941778116422,10.03448299595833
-20.675712864958292,10.917845173081394
-20.66901028687457,10.347561553757956
-20.680680654235594,9.284990766964027
-20.676604111364107,9.268828441165924
-20.66869191224535,9.189081160459676
-20.66557891587076,9.271932790328364
-20.66607485892063,9.251947274478667
-20.652583153762084,9.184904882184735
-20.644798092849967,10.763882997797245
-20.647285589474087,10.2531806889957
-20.652046028853434,9.219710738862421
-20.649633754842856,9.266687510709069
-20.633696962969932,11.076537301499753
-20.64272738611119,9.251297998836849
-20.627512027186732,9.235715383433226
-20.625875557637904,9.023643747425641
-20.621099818365735,9.20179749443619
-20.63863498891643,9.103764865498384
-20.63023343620091,9.27296757338251
-20.630045700673932,9.252271912299575
-20.633800411213464,9.124383339966558
-20.628890030027353,10.253449154878385
-20.612942368734636,9.960911914895918
-20.612857285197407,8.875072456887162
-20.619289308321484,9.110679097723818
-20.61527808278464,10.254824923586565
-20.616938347517756,9.136468190951055
-20.616738796468102,9.093286782544507
-20.60441651915201,9.143646224512983
-20.609588217188858,9.122732404039715
-20.597165758756375,10.526081439083947
-20.596715232383545,9.884562124188175
-20.59966667903592,9.10188344176357
-20.59835852681355,9.40844025214703
-20.60150307382707,10.250630602940424
-20.597806390632243,9.324361798405135
-20.58182521911931,9.314348031684299
-20.582661052878407,9.164376222288517
-20.583530581546526,10.247839773413359
-20.592908200064766,9.256338428161484
-20.594332064321314,9.149384911487264
-20.570887343229316,9.91312400066704
-20.577842235232133,9.244237844457349
-20.584078941341506,9.899202947632844
-20.564593889959802,9.650671053205759
-20.56695545030168,9.630890208080425
-20.56606391602558,9.077171289418613
-20.55369769962335,10.025111834951144
-20.570243401898875,9.224677697522326
-20.551556103302897,8.979089186004815
-20.552308443362133,8.914464216335137
-20.5543269526933,8.855520511960377
-20.56554148029142,9.203119717227601
-20.555254900836026,9.060645420790905
-20.55082130828985,9.040341081174839
-20.558569665494154,9.24088929870396
-20.55629256629422,9.153484623397027
-20.54728024962951,9.12595172909706
-20.54026033155412,9.10947911246278
-20.530352819940305,9.871467997333962
-20.54430176544394,9.075668937725185
-20.53336921865222,9.293032509556253
-20.530196000621572,9.089121117429094
-20.520662449224385,8.834771442719807
-20.535222192684714,9.09498488806926
-20.536519274507462,9.07842835920291
-20.536519274507462,9.06187183033656
-20.534666300474967,9.051228347493907
-20.524845538102742,9.069536889996908
-20.512793486166387,9.327868563199745
-20.52311609567241,9.31159947407066
-20.513658207381553,9.026861670337926
-20.523548456279993,9.043475687151728
-20.50639815217923,10.669779912020463
-20.506480757661166,10.124249099260625
-20.51855968003866,9.28878118108178
-20.515024775730517,9.086312420567838
-20.511114361565387,9.050643839496164
-20.512060017278525,9.87156493251468
-20.510806534844775,9.604990904716992
-20.514468883520767,9.304700920376346
-20.50928055622978,9.292283523726585
-20.489919237314634,10.199056342492117
-20.496427654531654,9.880366411929344
-20.506254031976706,9.857505023080558
-20.490689050103743,9.568491000487313
-20.5018686600998,9.040387763117131
-20.48836711350747,10.481423845966873
-20.49494438871521,9.603589836226753
-20.50123864892875,9.28290149070232
-20.50538931076154,9.066010962553147
-20.486338918837273,8.93933997355268
-20.48982432888858,9.861897102265935
-20.493283213749237,9.640246572067689
-20.491469408273527,9.618938454022622
-20.491445681167015,9.295111930741253
-20.493283213749237,9.064733452609756
-20.47804682593804,9.847230777111829
-20.493283213749237,9.515030157456263
-20.47815059248386,9.624563860002619
-20.473394625800456,9.308502789967878
-20.48574778601709,9.049848636755044
-20.47356400418281,8.992175102290934
-20.483338919774845,9.526834349333196
-20.472695741530664,9.03238760084854
-20.47369900766819,8.872089858784557
-20.46793607312973,10.302973379096017
-20.475257102263885,9.680725162514005
-20.475785325630614,9.641025702837869
-20.478539717030685,9.496342742004337
-20.47895354789794,9.294845843670187
-20.484636001597593,9.274347284121374
-20.465339907814755,10.238594755927087
-20.467341577294302,9.660802558730147
-20.47026178336519,9.512471786723728
-20.468661414938502,9.274056818702666
-20.469656798612327,9.010065917432179
-20.462718644644003,9.891608642369363
-20.45869436514266,9.96580109892078
