Default Dataset,
X,Y
-22.764075979778124,10.218123475805417
-22.758895405936173,10.215357891584308
-21.73081738954336,9.837087086323045
-21.730513140331258,9.359685122390395
-21.405360361114994,8.73872095660059
-21.182734054656656,9.429647504005096
-21.1287914171188,8.922556305586188
-21.04615518231116,10.805905315001764
-21.00517895638204,9.016856525958474
-20.99859296013249,10.04067680301919
-20.89603431855589,10.01070465922218
-20.847030375973084,8.93736792015702
-20.81804278727276,9.422369828434519
-20.807640155344632,8.475237484032249
-20.789867836963804,9.916390250035487
-20.73566010556674,10.557413564641971
-20.668552868836517,9.02148598082756
-20.496313691455036,9.538911076105684
-20.509254337772823,9.048588637411639
-20.461166749811216,8.803317481477983
-20.456174421928697,8.529479875069523
-20.42321275273483,8.532457990247748
-20.390169070564866,8.535328706322794
-20.35989201434708,9.324967717564432
-20.36959320510858,8.872666752235485
-20.274359299400246,9.51411070419078
-20.268737956571126,10.065388942505285
-20.224433811995993,9.190849435257235
-20.16102901561713,8.306855572528276
-20.16371162743949,9.25070200192141
-20.116213847350245,8.510017643733372
-20.03874144297711,9.702702199391402
-20.0392217121164,9.295381361888872
-20.03712714846099,8.519593833340464
-20.034601288695498,8.621413425747658
-20.01924389981213,8.49300800883396
-20.001830379383932,8.465709845452663
-20.019097375705446,8.58935240295579
-20.01532607840649,8.632896076669661
-19.987460176127996,9.474086982624538
-19.992556405151827,8.613527304505752
-19.982147396738952,9.146413667140136
-20.01289747534412,8.832565781029393
-20.007036277906675,8.655568390878365
-19.972021421205085,8.63656128477692
-19.929070189188185,9.419677105750257
-19.92023310676375,9.06831296402638
-19.914121544639013,9.134802617447836
-19.9177471141386,9.101307427903851
-19.898994465795045,8.495164506053994
-19.89580655161683,8.152361156334306
-19.873954979376542,8.626575094002959
-19.78298210829488,8.346244879092115
-19.864281599467873,8.661099559320583
-19.851327716576677,8.654876994823086
-19.78145675790797,8.132421954873335
-19.679243672577574,9.030123106508409
-19.660367106023244,8.292510396000267
-19.64523327617592,9.092939838550546
-19.636443092226415,9.518769611579117
-19.661738137032685,9.061187409974472
-19.57801778567462,9.618100347776128
-19.581663607738612,8.29641151476146
-19.569265172181403,8.167236095181151
-19.500859196484072,9.752332798107261
-19.49076042858804,8.276554258888385
-19.408768339158097,8.996279506923875
-19.406801769529892,8.897699540334521
-19.405826370898406,8.147198797948759
-19.39804529161473,9.185976770744528
-19.39131990041396,9.024576342666446
-19.251351863910223,8.186505608639425
-19.158605384015974,8.91754957138182
-19.103187960857255,9.931493298794647
-19.107543801126088,8.306470379770671
-19.02756229103525,8.077876230641767
-19.018364524137375,8.211781017168772
-18.970329563460012,9.310358524991148
-18.97431842457606,8.624218410760303
-18.836084589019386,8.803527146707744
-18.81839816868184,9.767333247764515
-18.857247575923843,8.323698284345184
-18.85206700208189,8.320932700124075
-18.62283403154586,8.43511959734336
-18.48519573312211,8.922572521124028
-18.38908837917817,8.08710575549838
-17.612011044285275,8.282000146440748
-17.292797749002258,8.097471340457453
-16.712767832275198,8.127537923638243
