z,log10 L_bol [erg s^-1],log10 Phi [ cMpc^-1 dex^-1],lower uncertainity (log10),upper uncertainity (log10),Source
0,43.781444256366925,-3.616045090970456,0.5327205588112895,0.5327205588112895,Shen2020
0,44.423580343106615,-3.937523167981408,0.5504139500865677,0.5504139500865677,Shen2020
0,45.113963052276645,-4.378164620990481,0.5787496301009012,0.5787496301009012,Shen2020
0,45.85043827260982,-5.0761095705905745,0.47152417430245674,0.47152417430245674,Shen2020
0,46.32417832070658,-5.861288188397272,0.4295041722761661,0.4295041722761661,Shen2020
0,46.76664874389443,-6.361252589002782,0.43932702347620256,0.43932702347620256,Shen2020
0,43.781444256366925,-3.548182908842854,0.5436917800851744,0.5436917800851744,Shen2020
0,44.423580343106615,-3.9087636286029097,0.5204549886371246,0.5204549886371246,Shen2020
0,45.113963052276645,-4.401532598405343,0.5597511776127104,0.5597511776127104,Shen2020
0,45.85043827260982,-5.299917677530075,0.5327202246140612,0.5327202246140612,Shen2020
0,46.32417832070658,-6.048556340671689,0.43932861957096514,0.43932861957096514,Shen2020
0,46.76664874389443,-7.032724371621045,0.3938024904188271,0.3938024904188271,Shen2020
0,47.51947594119197,-7.965416694137536,0.40685510453178364,0.40685510453178364,Shen2020
0,48.482304690998774,-9.907238602604178,0.3687318551851295,0.3687318551851295,Shen2020
0,41.55065714721664,-3.4663884105565677,0.21898764024997863,0.21898764024997863,Shen2020
0,42.70548801202452,-4.121481207989138,0.16051499783199064,0.16051499783199064,Shen2020
0,43.94270317574949,-4.202804019696565,0.05674089190883413,0.05674089190883413,Shen2020
0,45.249429019102394,-5.27500679297711,0.041234267748320834,0.041234267748320834,Shen2020
0,46.598706569468185,-6.789462525538079,0.05251812435206404,0.05251812435206404,Shen2020
0,47.96852422319322,-8.98742626313194,0.09019002305335742,0.09019002305335742,Shen2020
0,43.84768420788567,-3.9748885915008687,0.26,0.26,Shen2020
0,44.21770630810829,-4.174888591500869,0.16,0.16,Shen2020
0,44.59341036567474,-4.774888591500869,0.26,0.26,Shen2020
0,44.97394622833384,-5.124888591500869,0.26,0.26,Shen2020
0,45.3584551134764,-5.614888591500869,0.26,0.26,Shen2020
0,45.74613878703954,-6.034888591500869,0.21000000000000002,0.21000000000000002,Shen2020
0,46.13630049116013,-6.994888591500869,0.41000000000000003,0.41000000000000003,Shen2020
0,46.52836046145949,-7.92488859150087,0.51,0.51,Shen2020
0,46.92185348331016,-8.57488859150087,0.56,0.56,Shen2020
0,47.31641632753284,-8.844888591500869,0.56,0.56,Shen2020
0,44.156118019362005,-4.0548937617743,0.39277931039638636,0.39277931039638636,Shen2020
0,43.787111695993914,-4.031077013287099,0.3971222920766393,0.3971222920766393,Shen2020
0,43.42464588204642,-3.36255438238076,0.178044423558819,0.178044423558819,Shen2020
0,44.53093988566448,-4.165229873042159,0.19826982204315735,0.19826982204315735,Shen2020
0,44.156118019362005,-3.8859858689968756,0.1757335424177775,0.1757335424177775,Shen2020
0,43.787111695993914,-3.5582125148706734,0.12256442251653187,0.12256442251653187,Shen2020
0,45.29464633415681,-4.533457948874409,0.22072856639047767,0.22072856639047767,Shen2020
0,44.91073694113116,-3.9229670497227227,0.1136977737581961,0.1136977737581961,Shen2020
0,44.53093988566448,-3.4294184719742806,0.07900416055465452,0.07900416055465452,Shen2020
0,44.596911360987804,-4.044623214033335,0.15000000000000002,0.15000000000000002,Shen2020
0,45.073284192480266,-4.674623214033335,0.09,0.09,Shen2020
0,45.55553466235652,-5.714623214033335,0.13,0.13,Shen2020
0,46.0421775199813,-6.464623214033335,0.25,0.25,Shen2020
0,42.18168411895925,-2.1380803002459574,0.18609125905568125,0.18609125905568125,Shen2020
0,42.38700941560663,-2.4805029810681636,0.18609125905568125,0.18609125905568125,Shen2020
0,42.58333374434201,-2.781532976732145,0.18609125905568125,0.18609125905568125,Shen2020
0,42.78575655455937,-3.033344949725944,0.18609125905568125,0.18609125905568125,Shen2020
0,42.98495662764793,-3.1904683697056457,0.18609125905568125,0.18609125905568125,Shen2020
0,43.190856625264054,-3.596841545914546,0.18609125905568125,0.18609125905568125,Shen2020
0,43.40865348376759,-3.82729046729282,0.18609125905568125,0.18609125905568125,Shen2020
0,43.62018953658462,-3.8894383740416645,0.18609125905568125,0.18609125905568125,Shen2020
0,43.86027014050279,-3.9194015974191077,0.18609125905568125,0.18609125905568125,Shen2020
0,44.069551927139216,-4.087806027808497,0.18609125905568125,0.18609125905568125,Shen2020
0,44.26908053926219,-4.25261627645449,0.18609125905568125,0.18609125905568125,Shen2020
0,44.49775624049702,-4.463469641769383,0.18609125905568125,0.18609125905568125,Shen2020
0,44.66111636214683,-4.626196939267082,0.18609125905568125,0.18609125905568125,Shen2020
0,44.911606815085705,-4.842013724113526,0.18609125905568125,0.18609125905568125,Shen2020
0,45.18686150131625,-5.158283686334244,0.21000000000000002,0.21000000000000002,Shen2020
0,45.38173588881157,-5.526260471628838,0.31,0.31,Shen2020
0,45.58922334203484,-5.526260471628838,0.31,0.31,Shen2020
0,45.8639109036329,-6.307316712655889,0.49,0.49,Shen2020
0,46.05075547982375,-6.213331252665149,0.41000000000000003,0.41000000000000003,Shen2020
0,46.32409218473346,-6.334064845782389,0.36,0.36,Shen2020
0,46.53471502687245,-8.158283686334244,0.81,0.81,Shen2020
1,46.70097700064545,-7.345182565973018,0.1407870878649683,0.1407870878649683,Shen2020
1,46.583005412981976,-7.065182565973018,0.10456518204194844,0.10456518204194844,Shen2020
1,46.465157052571854,-6.865182565973018,0.08476105953620429,0.08476105953620429,Shen2020
1,46.3474430323978,-6.675182565973018,0.07071993146451142,0.07071993146451142,Shen2020
1,46.2298753166784,-6.4151825659730175,0.05489269142884856,0.05489269142884856,Shen2020
1,46.11246675682567,-6.195182565973018,0.04467062476680109,0.04467062476680109,Shen2020
1,45.99523112301574,-6.025182565973018,0.03848923321768437,0.03848923321768437,Shen2020
1,45.878183129971234,-5.835182565973018,0.036536611741945134,0.036536611741945134,Shen2020
1,45.761338455391126,-5.685182565973018,0.032953134156296804,0.032953134156296804,Shen2020
1,45.644713749315706,-5.575182565973018,0.04059258693130913,0.04059258693130913,Shen2020
1,45.528326632590414,-5.4151825659730175,0.038828342322298065,0.038828342322298065,Shen2020
1,45.41219568250787,-5.9551825659730175,0.17940732065494872,0.17940732065494872,Shen2020
1,47.173900915965085,-7.980116696352196,0.20295804315369118,0.20295804315369118,Shen2020
1,47.05553193085257,-7.400116696352195,0.10898263631719887,0.10898263631719887,Shen2020
1,46.93724942523106,-7.220116696352195,0.09077385316329559,0.09077385316329559,Shen2020
1,46.819061514704664,-6.880116696352196,0.06487307741579654,0.06487307741579654,Shen2020
1,46.70097700064545,-6.5501166963521955,0.047152423592019474,0.047152423592019474,Shen2020
1,46.583005412981976,-6.430116696352195,0.04256968764185716,0.04256968764185716,Shen2020
1,46.465157052571854,-6.210116696352196,0.03511081291339058,0.03511081291339058,Shen2020
1,46.3474430323978,-6.0101166963521955,0.03007040207035743,0.03007040207035743,Shen2020
1,46.2298753166784,-5.890116696352195,0.03122135431270865,0.03122135431270865,Shen2020
1,46.11246675682567,-5.820116696352196,0.047879943831748255,0.047879943831748255,Shen2020
1,45.99523112301574,-5.720116696352195,0.0690475328577854,0.0690475328577854,Shen2020
1,45.878183129971234,-5.450116696352196,0.4651240337103974,0.4651240337103974,Shen2020
1,47.41086903632079,-7.670850615948316,0.1363721957888312,0.1363721957888312,Shen2020
1,47.29234890815285,-7.380850615948316,0.09966628388656307,0.09966628388656307,Shen2020
1,47.173900915965085,-7.2808506159483155,0.08997132462472965,0.08997132462472965,Shen2020
1,47.05553193085257,-6.880850615948316,0.06044199684464236,0.06044199684464236,Shen2020
1,46.93724942523106,-6.600850615948316,0.04654957668200128,0.04654957668200128,Shen2020
1,46.819061514704664,-6.350850615948316,0.03751211018736172,0.03751211018736172,Shen2020
1,46.70097700064545,-6.100850615948316,0.030540201118378442,0.030540201118378442,Shen2020
1,46.583005412981976,-5.850850615948316,0.025431755393379937,0.025431755393379937,Shen2020
1,46.465157052571854,-5.760850615948316,0.027026422526521286,0.027026422526521286,Shen2020
1,46.3474430323978,-5.640850615948316,0.03748628322604049,0.03748628322604049,Shen2020
1,46.2298753166784,-5.260850615948316,0.3279916204386954,0.3279916204386954,Shen2020
1,46.22400099804058,-6.1166599530801795,0.3110299956639812,0.3110299956639812,Shen2020
1,46.126155784199426,-6.010459215511959,0.20900728443104283,0.20900728443104283,Shen2020
1,46.028429492082594,-5.889054845658215,0.17062764041752881,0.17062764041752881,Shen2020
1,45.93083052638173,-5.810405796031847,0.14955251683949747,0.14955251683949747,Shen2020
1,45.83336775428533,-5.689904463565714,0.13005155692384554,0.13005155692384554,Shen2020
1,45.736050510707315,-5.3670304229528885,0.09845842637920459,0.09845842637920459,Shen2020
1,45.63888860014884,-5.368750740417348,0.09866420647469706,0.09866420647469706,Shen2020
1,45.54189229466691,-5.484352266459808,0.11428623389480674,0.11428623389480674,Shen2020
1,45.445072327408056,-5.20034733530458,0.09188406233048711,0.09188406233048711,Shen2020
1,45.3484398811603,-5.026330899672148,0.081320379254368,0.081320379254368,Shen2020
1,45.25200657138606,-5.088714210623018,0.08548745600590384,0.08548745600590384,Shen2020
1,45.15578442322409,-4.97506623814594,0.07714303216223033,0.07714303216223033,Shen2020
1,45.05978584199347,-5.039693577916006,0.08207795188946518,0.08207795188946518,Shen2020
1,44.964023576798844,-5.054141221830106,0.08434679029772854,0.08434679029772854,Shen2020
1,46.61641864733705,-6.446773490472419,0.3110299956639812,0.3110299956639812,Shen2020
1,46.51817287414519,-6.307127088086598,0.20794435342667827,0.20794435342667827,Shen2020
1,46.420016833654806,-6.000311793219826,0.13494677247138825,0.13494677247138825,Shen2020
1,46.321957183317224,-5.820706680297873,0.10440621899185618,0.10440621899185618,Shen2020
1,46.22400099804058,-5.818076171043462,0.10441877704525716,0.10441877704525716,Shen2020
1,46.126155784199426,-5.525050797802669,0.08091099015947191,0.08091099015947191,Shen2020
1,46.028429492082594,-5.573103875464911,0.08963610170001853,0.08963610170001853,Shen2020
1,45.93083052638173,-5.443446503866968,0.08108841803622475,0.08108841803622475,Shen2020
1,45.83336775428533,-5.279162984376835,0.0726833090473223,0.0726833090473223,Shen2020
1,45.736050510707315,-5.1200551130726994,0.06514897690713801,0.06514897690713801,Shen2020
1,45.63888860014884,-5.145042801273713,0.06660023808746426,0.06660023808746426,Shen2020
1,45.54189229466691,-5.0698546846957075,0.062222522876970006,0.062222522876970006,Shen2020
1,45.445072327408056,-4.984951935386293,0.05766620620005623,0.05766620620005623,Shen2020
1,45.3484398811603,-4.9133933083485966,0.05494440960564445,0.05494440960564445,Shen2020
1,45.25200657138606,-4.9902095173384655,0.06172243078673612,0.06172243078673612,Shen2020
1,45.15578442322409,-4.918063185795619,0.06752691136001536,0.06752691136001536,Shen2020
1,45.05978584199347,-4.97194811923126,0.08936006911612845,0.08936006911612845,Shen2020
1,44.964023576798844,-4.826399988839101,0.11636613419625369,0.11636613419625369,Shen2020
1,46.813154757141426,-6.547338855465371,0.2083618039022525,0.2083618039022525,Shen2020
1,46.71474789802279,-6.127336165898038,0.1201659683021344,0.1201659683021344,Shen2020
1,46.61641864733705,-6.013616983632414,0.10431045403168589,0.10431045403168589,Shen2020
1,46.51817287414519,-5.972927149483755,0.10197143507827795,0.10197143507827795,Shen2020
1,46.420016833654806,-5.822987728040521,0.0908958565500957,0.0908958565500957,Shen2020
1,46.321957183317224,-5.553412100885069,0.0733271181953848,0.0733271181953848,Shen2020
1,46.22400099804058,-5.580127213553627,0.07914064582042986,0.07914064582042986,Shen2020
1,46.126155784199426,-5.41165996490853,0.07063073066356414,0.07063073066356414,Shen2020
1,46.028429492082594,-5.251311219714889,0.06423525572830358,0.06423525572830358,Shen2020
1,45.93083052638173,-5.207509703720362,0.06099456808031732,0.06099456808031732,Shen2020
1,45.83336775428533,-5.163660609535208,0.057635470477843447,0.057635470477843447,Shen2020
1,45.736050510707315,-5.052700788518434,0.051652529214089894,0.051652529214089894,Shen2020
1,45.63888860014884,-5.028371899953586,0.05246025040988667,0.05246025040988667,Shen2020
1,45.54189229466691,-4.909134088942989,0.05051276305939406,0.05051276305939406,Shen2020
1,45.445072327408056,-5.11012628592529,0.07398953922957972,0.07398953922957972,Shen2020
1,45.3484398811603,-4.8656180974932495,0.0841340916529053,0.0841340916529053,Shen2020
1,45.25200657138606,-4.650073243631341,0.20795053545258207,0.20795053545258207,Shen2020
1,47.01017965460815,-6.475213501117409,0.17076912666509542,0.17076912666509542,Shen2020
1,46.91163372507852,-6.3631361058628775,0.13503417051635744,0.13503417051635744,Shen2020
1,46.813154757141426,-6.005616951259369,0.09764863350755475,0.09764863350755475,Shen2020
1,46.71474789802279,-6.036704589888529,0.1019701195792779,0.1019701195792779,Shen2020
1,46.61641864733705,-5.83792521115865,0.08789250663835434,0.08789250663835434,Shen2020
1,46.51817287414519,-5.581624965996388,0.07182194083515142,0.07182194083515142,Shen2020
1,46.420016833654806,-5.5079461346452865,0.07055234636964552,0.07055234636964552,Shen2020
1,46.321957183317224,-5.441228745667898,0.06867630861763636,0.06867630861763636,Shen2020
1,46.22400099804058,-5.310240941088536,0.06423043955317083,0.06423043955317083,Shen2020
1,46.126155784199426,-5.190887402361641,0.057351102154591486,0.057351102154591486,Shen2020
1,46.028429492082594,-5.17971173130223,0.054322293156815596,0.054322293156815596,Shen2020
1,45.93083052638173,-5.138833565432436,0.05248379499658911,0.05248379499658911,Shen2020
1,45.83336775428533,-4.9851176547927105,0.04934672795524194,0.04934672795524194,Shen2020
1,45.736050510707315,-5.005812543181516,0.053018301297989595,0.053018301297989595,Shen2020
1,45.63888860014884,-5.0576705931424994,0.06712787259996113,0.06712787259996113,Shen2020
1,45.54189229466691,-5.153859355749392,0.1415427726073314,0.1415427726073314,Shen2020
1,44.969409096927905,-5.082620143890381,0.10999999940395355,0.10999999940395355,Shen2020
1,45.35387571973461,-4.882619857788086,0.10999999940395355,0.10999999940395355,Shen2020
1,45.74152605475755,-4.99261999130249,0.1600000113248825,0.1600000113248825,Shen2020
1,46.13166200626239,-5.322619915008545,0.18000000715255737,0.18000000715255737,Shen2020
1,46.523702409623326,-5.4026198387146,0.5099999904632568,0.5099999904632568,Shen2020
1,46.917180752433325,-6.1026201248168945,1.0099999904632568,1.0099999904632568,Shen2020
1,46.83883797783212,-8.298378631668692,0.24,0.24,Shen2020
1,46.64206174466654,-8.118378631668692,0.185,0.185,Shen2020
1,46.44561353304664,-7.388378631668693,0.075,0.075,Shen2020
1,46.24954419035896,-7.1083786316686925,0.060000000000000005,0.060000000000000005,Shen2020
1,46.05391117246949,-6.728378631668693,0.04,0.04,Shen2020
1,45.858778973816285,-6.458378631668693,0.04,0.04,Shen2020
1,45.66421943715983,-6.178378631668693,0.04,0.04,Shen2020
1,45.470311886491515,-6.058378631668693,0.060000000000000005,0.060000000000000005,Shen2020
1,45.277143018842466,-5.708378631668693,0.05,0.05,Shen2020
1,45.084806486661336,-5.6083786316686925,0.05,0.05,Shen2020
1,44.89340210445858,-5.598378631668693,0.05,0.05,Shen2020
1,44.70303462410108,-5.538378631668692,0.060000000000000005,0.060000000000000005,Shen2020
1,44.51381204463342,-5.3583786316686925,0.085,0.085,Shen2020
1,44.325843455773054,-5.128378631668693,0.20500000000000002,0.20500000000000002,Shen2020
1,47.43071466488588,-8.816382027778365,0.325,0.325,Shen2020
1,47.233201105276486,-9.386382027778366,0.655,0.655,Shen2020
1,47.03589749023929,-8.216382027778366,0.135,0.135,Shen2020
1,46.83883797783212,-7.636382027778366,0.065,0.065,Shen2020
1,46.64206174466654,-7.206382027778366,0.045000000000000005,0.045000000000000005,Shen2020
1,46.44561353304664,-6.846382027778366,0.03,0.03,Shen2020
1,46.24954419035896,-6.486382027778365,0.03,0.03,Shen2020
1,46.05391117246949,-6.186382027778365,0.04,0.04,Shen2020
1,45.858778973816285,-5.966382027778366,0.04,0.04,Shen2020
1,45.66421943715983,-5.686382027778365,0.035,0.035,Shen2020
1,45.470311886491515,-5.586382027778366,0.03,0.03,Shen2020
1,45.277143018842466,-5.446382027778366,0.03,0.03,Shen2020
1,45.084806486661336,-5.406382027778366,0.04,0.04,Shen2020
1,44.89340210445858,-5.396382027778365,0.060000000000000005,0.060000000000000005,Shen2020
1,44.70303462410108,-5.286382027778366,0.24,0.24,Shen2020
1,47.82625689747042,-9.338041482130519,0.655,0.655,Shen2020
1,47.43071466488588,-8.678041482130519,0.20500000000000002,0.20500000000000002,Shen2020
1,47.233201105276486,-7.988041482130519,0.085,0.085,Shen2020
1,47.03589749023929,-7.678041482130519,0.065,0.065,Shen2020
1,46.83883797783212,-7.138041482130519,0.04,0.04,Shen2020
1,46.64206174466654,-6.758041482130519,0.03,0.03,Shen2020
1,46.44561353304664,-6.348041482130519,0.04,0.04,Shen2020
1,46.24954419035896,-6.108041482130519,0.04,0.04,Shen2020
1,46.05391117246949,-5.848041482130519,0.035,0.035,Shen2020
1,45.858778973816285,-5.678041482130519,0.03,0.03,Shen2020
1,45.66421943715983,-5.558041482130519,0.03,0.03,Shen2020
1,45.470311886491515,-5.488041482130519,0.03,0.03,Shen2020
1,45.277143018842466,-5.548041482130518,0.05,0.05,Shen2020
1,45.084806486661336,-5.018041482130519,0.655,0.655,Shen2020
1,46.69606997012876,-8.186682966634935,0.45,0.45,Shen2020
1,46.53880801882283,-6.996682966634935,0.13,0.13,Shen2020
1,46.38177246746052,-6.5866829666349345,0.09999999999999999,0.09999999999999999,Shen2020
1,46.22499074826793,-6.3766829666349345,0.09,0.09,Shen2020
1,46.0684930638929,-6.146682966634934,0.08,0.08,Shen2020
1,45.91231252212201,-5.866682966634934,0.06999999999999999,0.06999999999999999,Shen2020
1,45.75648523754971,-5.816682966634934,0.06999999999999999,0.06999999999999999,Shen2020
1,45.60105038826739,-5.566682966634934,0.060000000000000005,0.060000000000000005,Shen2020
1,45.446050214266585,-5.506682966634934,0.060000000000000005,0.060000000000000005,Shen2020
1,45.29152994331292,-5.446682966634934,0.060000000000000005,0.060000000000000005,Shen2020
1,45.13753762979478,-5.506682966634934,0.06999999999999999,0.06999999999999999,Shen2020
1,44.984123892766235,-5.516682966634934,0.06999999999999999,0.06999999999999999,Shen2020
1,47.01196223274367,-8.23518733845162,0.45,0.45,Shen2020
1,46.854318656871264,-7.185187338451623,0.15000000000000002,0.15000000000000002,Shen2020
1,46.696854178306474,-6.625187338451623,0.09,0.09,Shen2020
1,46.53959116303071,-6.4251873384516225,0.08,0.08,Shen2020
1,46.382554417676495,-6.185187338451623,0.06999999999999999,0.06999999999999999,Shen2020
1,46.22577136104332,-6.005187338451623,0.06999999999999999,0.06999999999999999,Shen2020
1,46.06927218161633,-5.815187338451623,0.06999999999999999,0.06999999999999999,Shen2020
1,45.91308997242068,-5.625187338451623,0.060000000000000005,0.060000000000000005,Shen2020
1,45.757260832883816,-5.535187338451623,0.060000000000000005,0.060000000000000005,Shen2020
1,45.60182392578053,-5.455187338451623,0.060000000000000005,0.060000000000000005,Shen2020
1,45.4468214759615,-5.375187338451623,0.060000000000000005,0.060000000000000005,Shen2020
1,45.29229869662469,-5.3851873384516225,0.060000000000000005,0.060000000000000005,Shen2020
1,45.48850914118659,-5.806688674624552,0.04417270189426969,0.04417270189426969,Shen2020
1,45.60481063189781,-5.936688674624552,0.02682680082569821,0.02682680082569821,Shen2020
1,45.72135597024536,-6.078688674624551,0.023865381791465128,0.023865381791465128,Shen2020
1,45.838127205372544,-6.263688674624552,0.024892049866515935,0.024892049866515935,Shen2020
1,45.95510735385051,-6.447688674624552,0.02845208850439173,0.02845208850439173,Shen2020
1,46.07228040538818,-6.692688674624552,0.03439161841746174,0.03439161841746174,Shen2020
1,46.1896313169902,-6.859688674624552,0.03961123838793389,0.03961123838793389,Shen2020
1,46.3071459974332,-7.114688674624552,0.04971849416827489,0.04971849416827489,Shen2020
1,46.424811283818435,-7.387688674624552,0.06458366285366533,0.06458366285366533,Shen2020
1,46.54261491181812,-7.512688674624552,0.07306994668360133,0.07306994668360133,Shen2020
1,46.660545481073505,-7.871688674624552,0.10611584702266195,0.10611584702266195,Shen2020
1,46.77859241703592,-8.291688674624552,0.17028763793382606,0.17028763793382606,Shen2020
1,46.896745930375076,-8.592688674624553,0.2485806256201848,0.2485806256201848,Shen2020
1,47.01499697491671,-8.893688674624551,0.3920909352478692,0.3920909352478692,Shen2020
1,45.838127205372544,-5.975208019768222,0.04016350826949799,0.04016350826949799,Shen2020
1,45.95510735385051,-6.045208019768221,0.024026046371953262,0.024026046371953262,Shen2020
1,46.07228040538818,-6.272208019768222,0.023865381791465128,0.023865381791465128,Shen2020
1,46.1896313169902,-6.482208019768222,0.02762067448275806,0.02762067448275806,Shen2020
1,46.3071459974332,-6.6092080197682215,0.030422281536462974,0.030422281536462974,Shen2020
1,46.424811283818435,-6.896208019768221,0.03840553628029019,0.03840553628029019,Shen2020
1,46.54261491181812,-7.0562080197682215,0.04417270189426969,0.04417270189426969,Shen2020
1,46.660545481073505,-7.433208019768221,0.06295773770773948,0.06295773770773948,Shen2020
1,46.77859241703592,-7.622208019768221,0.07593303315339626,0.07593303315339626,Shen2020
1,46.896745930375076,-8.089208019768222,0.12474353309673368,0.12474353309673368,Shen2020
1,47.01499697491671,-8.362208019768222,0.17028763793382606,0.17028763793382606,Shen2020
1,47.13333720491968,-8.788208019768222,0.29559365040192476,0.29559365040192476,Shen2020
1,47.251758932362264,-8.964208019768222,0.39209093524787186,0.39209093524787186,Shen2020
1,45.95510735385051,-5.82485551023178,0.2546869535748433,0.2546869535748433,Shen2020
1,46.07228040538818,-5.8318555102317795,0.039955202642252934,0.039955202642252934,Shen2020
1,46.1896313169902,-6.17285551023178,0.020861125671553397,0.020861125671553397,Shen2020
1,46.3071459974332,-6.4248555102317795,0.024254113688628058,0.024254113688628058,Shen2020
1,46.424811283818435,-6.59685551023178,0.027338637477521514,0.027338637477521514,Shen2020
1,46.54261491181812,-6.79485551023178,0.03178453732502339,0.03178453732502339,Shen2020
1,46.660545481073505,-7.1058555102317795,0.04122711421442093,0.04122711421442093,Shen2020
1,46.77859241703592,-7.36885551023178,0.05237988554100847,0.05237988554100847,Shen2020
1,46.896745930375076,-7.60885551023178,0.0659992123430768,0.0659992123430768,Shen2020
1,47.01499697491671,-7.93185551023178,0.09163137795393327,0.09163137795393327,Shen2020
1,47.13333720491968,-8.18985551023178,0.12094037374795906,0.12094037374795906,Shen2020
1,47.251758932362264,-8.694855510231779,0.21870000351684937,0.21870000351684937,Shen2020
1,47.370255084781,-8.694855510231779,0.21870000351684937,0.21870000351684937,Shen2020
1,47.48881916409265,-9.092855510231779,0.39350530065173595,0.39350530065173595,Shen2020
1,46.1896313169902,-5.897596934623287,0.0298191785354247,0.0298191785354247,Shen2020
1,46.3071459974332,-6.053596934623287,0.0198823278886524,0.0198823278886524,Shen2020
1,46.424811283818435,-6.279596934623287,0.022215150241513763,0.022215150241513763,Shen2020
1,46.54261491181812,-6.490596934623287,0.02559448039452871,0.02559448039452871,Shen2020
1,46.660545481073505,-6.737596934623287,0.03070681157361154,0.03070681157361154,Shen2020
1,46.77859241703592,-6.983596934623288,0.03750200118952151,0.03750200118952151,Shen2020
1,46.896745930375076,-7.235596934623287,0.04679780106757136,0.04679780106757136,Shen2020
1,47.01499697491671,-7.728596934623288,0.07531935473693151,0.07531935473693151,Shen2020
1,47.13333720491968,-7.862596934623287,0.08642494891368345,0.08642494891368345,Shen2020
1,47.251758932362264,-8.059596934623288,0.10634474947040416,0.10634474947040416,Shen2020
1,47.370255084781,-8.779596934623287,0.2485806256201839,0.2485806256201839,Shen2020
1,47.48881916409265,-8.904596934623287,0.2964599189987196,0.2964599189987196,Shen2020
1,47.72612774535594,-9.080596934623287,0.39350530065173595,0.39350530065173595,Shen2020
1,46.3071459974332,-5.954735395128829,0.031189892286253455,0.031189892286253455,Shen2020
1,46.424811283818435,-6.006735395128829,0.019657303616641857,0.019657303616641857,Shen2020
1,46.54261491181812,-6.245735395128829,0.021964489220896104,0.021964489220896104,Shen2020
1,46.660545481073505,-6.449735395128829,0.025134220589530402,0.025134220589530402,Shen2020
1,46.77859241703592,-6.688735395128829,0.029956751326327906,0.029956751326327906,Shen2020
1,46.896745930375076,-6.941735395128829,0.03668889162559163,0.03668889162559163,Shen2020
1,47.01499697491671,-7.285735395128829,0.04971849416827489,0.04971849416827489,Shen2020
1,47.13333720491968,-7.501735395128829,0.06102419198263997,0.06102419198263997,Shen2020
1,47.251758932362264,-7.820735395128828,0.08412645626460312,0.08412645626460312,Shen2020
1,47.370255084781,-8.285735395128828,0.13890888065278362,0.13890888065278362,Shen2020
1,47.48881916409265,-8.665735395128829,0.21870000351684937,0.21870000351684937,Shen2020
1,47.60744520673237,-9.063735395128829,0.39209093524787186,0.39209093524787186,Shen2020
1,47.72612774535594,-9.063735395128829,0.39209093524787186,0.39209093524787186,Shen2020
1,46.0355543754658,-6.122037130944763,0.3931909508863052,0.3931909508863052,Shen2020
1,45.6459710404692,-6.117037130944762,0.39256438539823146,0.39256438539823146,Shen2020
1,45.259034341894086,-5.610037130944763,0.20137895436609887,0.20137895436609887,Shen2020
1,44.87546957867039,-5.405037130944763,0.28119497705521534,0.28119497705521534,Shen2020
1,46.42220002061953,-6.266903969178482,0.3926075068074113,0.3926075068074113,Shen2020
1,46.03060278536707,-5.780903969178482,0.19838068263530517,0.19838068263530517,Shen2020
1,45.641048925132154,-5.762903969178482,0.1982141353461604,0.1982141353461604,Shen2020
1,45.254150194937466,-5.354903969178482,0.19548058183282158,0.19548058183282158,Shen2020
1,43.783759700133025,-3.2660136594414153,0.105,0.105,Shen2020
1,44.75292796873701,-4.212009571242603,0.115,0.115,Shen2020
1,45.41631340825377,-4.9952581825099776,0.14500000000000002,0.14500000000000002,Shen2020
1,45.751836556465,-5.401211943890074,0.115,0.115,Shen2020
1,46.08937424982479,-5.772717868038388,0.09,0.09,Shen2020
1,46.42857702620029,-6.489315503535886,0.14500000000000002,0.14500000000000002,Shen2020
1,46.769142727665546,-7.010617343204549,0.16,0.16,Shen2020
1,47.2819978429771,-7.752061428228155,0.14,0.14,Shen2020
1,48.312618241710965,-9.87665656145565,0.245,0.245,Shen2020
1,43.625970305439424,-3.70633718502031,0.15000000000000002,0.15000000000000002,Shen2020
1,44.26385553701969,-3.948035862983508,0.14,0.14,Shen2020
1,44.91768019424282,-4.300523055356171,0.13,0.13,Shen2020
1,45.41631340825377,-4.46169956362658,0.14500000000000002,0.14500000000000002,Shen2020
1,45.751836556465,-4.577653325006676,0.11,0.11,Shen2020
1,46.08937424982479,-5.039159249154991,0.09999999999999999,0.09999999999999999,Shen2020
1,46.42857702620029,-5.5657568846524885,0.09499999999999999,0.09499999999999999,Shen2020
1,46.769142727665546,-6.197058724321152,0.105,0.105,Shen2020
1,47.110815077147514,-6.952783648550551,0.135,0.135,Shen2020
1,47.796661230283924,-8.187058724321151,0.13,0.13,Shen2020
1,49.001939887475956,-10.000201756942644,0.19,0.19,Shen2020
1,43.86975907817069,-4.072346982972873,0.25,0.25,Shen2020
1,44.38403473207874,-4.102346982972874,0.13,0.13,Shen2020
1,44.94113051646883,-4.582346982972873,0.09499999999999999,0.09499999999999999,Shen2020
1,45.74206804593972,-5.612346982972873,0.09999999999999999,0.09999999999999999,Shen2020
1,46.62288229177444,-6.862346982972873,0.13,0.13,Shen2020
1,47.44342650392452,-8.402346982972873,0.235,0.235,Shen2020
1,48.27508223321815,-10.102346982972872,0.65,0.65,Shen2020
1,44.28680659923526,-3.85498911022457,0.21500000000000002,0.21500000000000002,Shen2020
1,44.94113051646883,-4.354989110224571,0.12,0.12,Shen2020
